id,title,context,question,answers,gold_answer,context_kz,question_kz,gold_answer_kz,raw_translation,pred_translate_en
5726651ff1498d1400e8de31,Newcastle_upon_Tyne,"The city developed around the Roman settlement Pons Aelius and was named after the castle built in 1080 by Robert Curthose, William the Conqueror's eldest son. The city grew as an important centre for the wool trade in the 14th century, and later became a major coal mining area. The port developed in the 16th century and, along with the shipyards lower down the River Tyne, was amongst the world's largest shipbuilding and ship-repairing centres. Newcastle's economy includes corporate headquarters, learning, digital technology, retail, tourism and cultural centres, from which the city contributes £13 billion towards the United Kingdom's GVA. Among its icons are Newcastle Brown Ale; Newcastle United football club; and the Tyne Bridge. It has hosted the world's most popular half marathon, the Great North Run, since it began in 1981.",What trade was the city an important center of in the 14th century?,"{'text': ['wool', 'wool', 'the wool trade'], 'answer_start': [205, 205, 201]}",wool,"Қала Рим қонысы Понс Аелиус айналасында дамыды және 1080 жылы Уильям Жаулап алушының үлкен ұлы Роберт Куртоз салған қамалдың атымен аталды. Қала 14 ғасырда жүн саудасының маңызды орталығы ретінде өсті, кейінірек ірі көмір өндіру аймағына айналды. Порт 16 ғасырда дамыды және Тайн өзенінің төменгі жағындағы кеме жасау зауыттарымен бірге әлемдегі ең ірі кеме жасау және кеме жөндеу орталықтарының бірі болды. Ньюкаслдың экономикасы корпоративтік штаб-пәтерлерді, білім беруді, цифрлық технологияларды, бөлшек сауданы, туризмді және мәдени орталықтарды қамтиды, осы арқылы қала Ұлыбританияның жалпы қосылған құнына 13 миллиард фунт стерлинг үлес қосады. Оның белгішелері арасында Ньюкасл Браун Эль; Ньюкасл Юнайтед футбол клубы; және Тайн көпірі бар. Ол 1981 жылдан бері басталған әлемдегі ең танымал жартылай марафон - Ұлы Солтүстік Жүгірісті өткізді.",Қала 14 ғасырда қандай сауданың маңызды орталығы болды?,жүн,,жүн саудасы
57300a25a23a5019007fcc99,Rhine,"Since the Peace of Westphalia, the Upper Rhine formed a contentious border between France and Germany. Establishing ""natural borders"" on the Rhine was a long-term goal of French foreign policy, since the Middle Ages, though the language border was – and is – far more to the west. French leaders, such as Louis XIV and Napoleon Bonaparte, tried with varying degrees of success to annex lands west of the Rhine. The Confederation of the Rhine was established by Napoleon, as a French client state, in 1806 and lasted until 1814, during which time it served as a significant source of resources and military manpower for the First French Empire. In 1840, the Rhine crisis, prompted by French prime minister Adolphe Thiers's desire to reinstate the Rhine as a natural border, led to a diplomatic crisis and a wave of nationalism in Germany.",Who established the Confederation of the Rhine?,"{'text': ['Napoleon', 'Napoleon', 'Napoleon'], 'answer_start': [461, 461, 461]}",Napoleon,"Вестфалия бейбітшілігінен бері Жоғарғы Рейн Франция мен Германия арасындағы даулы шекара болды. Орта ғасырлардан бері Рейнде ""табиғи шекаралар"" орнату Францияның сыртқы саясатының ұзақ мерзімді мақсаты болды, дегенмен тілдік шекара әлдеқайда батыста болды және қазір де солай. Луи XIV және Наполеон Бонапарт сияқты француз көшбасшылары Рейннің батысындағы жерлерді қосып алуға әртүрлі дәрежеде табыспен тырысты. Рейн конфедерациясы Наполеонмен 1806 жылы француз клиент мемлекеті ретінде құрылды және 1814 жылға дейін созылды, осы уақыт ішінде ол Бірінші француз империясы үшін маңызды ресурстар мен әскери күштің көзі болды. 1840 жылы француз премьер-министрі Адольф Тьердің Рейнді табиғи шекара ретінде қалпына келтіру ниетімен туындаған Рейн дағдарысы дипломатиялық дағдарысқа және Германиядағы ұлтшылдық толқынына әкелді.",Рейн конфедерациясын кім құрды?,Наполеон,"CONTEXT:
Вестфалия бейбітшілігінен бері Жоғарғы Рейн Франция мен Германия арасындағы даулы шекара болды. Орта ғасырлардан бері Рейнде ""табиғи шекаралар"" орнату Францияның сыртқы саясатының ұзақ мерзімді мақсаты болды, дегенмен тілдік шекара әлдеқайда батыста болды және қазір де солай. Луи XIV және Наполеон Бонапарт сияқты француз көшбасшылары Рейннің батысындағы жерлерді қосып алуға әртүрлі дәрежеде табыспен тырысты. Рейн конфедерациясы Наполеонмен 1806 жылы француз клиент мемлекеті ретінде құрылды және 1814 жылға дейін созылды, осы уақыт ішінде ол Бірінші француз империясы үшін маңызды ресурстар мен әскери күштің көзі болды. 1840 жылы француз премьер-министрі Адольф Тьердің Рейнді табиғи шекара ретінде қалпына келтіру ниетімен туындаған Рейн дағдарысы дипломатиялық дағдарысқа және Германиядағы ұлтшылдық толқынына әкелді.

QUESTION:
Рейн конфедерациясын кім құрды?

ANSWER:
Наполеон",Наполеон.
57268527708984140094c8bf,Geology,"James Hutton is often viewed as the first modern geologist. In 1785 he presented a paper entitled Theory of the Earth to the Royal Society of Edinburgh. In his paper, he explained his theory that the Earth must be much older than had previously been supposed in order to allow enough time for mountains to be eroded and for sediments to form new rocks at the bottom of the sea, which in turn were raised up to become dry land. Hutton published a two-volume version of his ideas in 1795 (Vol. 1, Vol. 2).",Who is viewed as the first modern geologist?,"{'text': ['James Hutton', 'James Hutton', 'James Hutton'], 'answer_start': [0, 0, 0]}",James Hutton,"Джеймс Хаттон жиі алғашқы заманауи геолог ретінде қарастырылады. 1785 жылы ол Эдинбургтің Корольдік қоғамына ""Жер теориясы"" атты мақаласын ұсынды. Өз мақаласында ол таулардың эрозияға ұшырап, теңіз түбінде жаңа тастардың пайда болуына жеткілікті уақыт беру үшін Жердің бұрынғыдан әлдеқайда ескі болуы керек деген теориясын түсіндірді. Хаттон өзінің идеяларының екі томдық нұсқасын 1795 жылы жариялады (1-том, 2-том).",Алғашқы заманауи геолог ретінде кім қарастырылады?,Джеймс Хаттон,,Джеймс Хаттон.
56f86b44a6d7ea1400e175f7,Martin_Luther,"Luther had published his German translation of the New Testament in 1522, and he and his collaborators completed the translation of the Old Testament in 1534, when the whole Bible was published. He continued to work on refining the translation until the end of his life. Others had translated the Bible into German, but Luther tailored his translation to his own doctrine. When he was criticised for inserting the word ""alone"" after ""faith"" in Romans 3:28, he replied in part: ""[T]he text itself and the meaning of St. Paul urgently require and demand it. For in that very passage he is dealing with the main point of Christian doctrine, namely, that we are justified by faith in Christ without any works of the Law. ... But when works are so completely cut away – and that must mean that faith alone justifies – whoever would speak plainly and clearly about this cutting away of works will have to say, 'Faith alone justifies us, and not works'.""",What did he work on refining until the end of his life?,"{'text': ['the translation', 'translation', 'translation'], 'answer_start': [228, 232, 232]}",the translation,"Лютер 1522 жылы Жаңа Өсиеттің неміс тіліндегі аудармасын жариялады, ал ол және оның әріптестері 1534 жылы Ескі Өсиеттің аудармасын аяқтады, сол кезде бүкіл Библия жарияланды. Ол өмірінің соңына дейін аударманы жетілдірумен айналысты. Басқалар да Библияны неміс тіліне аударған, бірақ Лютер өз аудармасын өзінің доктринасына бейімдеді. Ол Римдіктерге 3:28-де ""сенім"" сөзінен кейін ""жалғыз"" сөзін қосқаны үшін сынға ұшырағанда, ол ішінара былай деп жауап берді: ""[М]әтіннің өзі және Әулие Павелдің мағынасы оны шұғыл түрде талап етеді. Себебі дәл осы жерде ол христиандық доктринаның негізгі мәселесімен айналысады, атап айтқанда, біз Мәсіхке деген сенім арқылы заңның ешқандай істерінсіз ақталамыз. ... Бірақ істер толығымен жойылған кезде – және бұл сенімнің жалғыз өзі ақтайды дегенді білдіруі керек – кімде-кім бұл істерді жою туралы ашық және анық айтқысы келсе, 'Сенім жалғыз бізді ақтайды, ал істер емес' деп айтуы керек.""",Ол өмірінің соңына дейін нені жетілдірумен айналысты?,аударма,"CONTEXT:
Лютер 1522 жылы Жаңа Өсиеттің неміс тіліндегі аудармасын жариялады, ал ол және оның әріптестері 1534 жылы Ескі Өсиеттің аудармасын аяқтады, сол кезде бүкіл Библия жарияланды. Ол өмірінің соңына дейін аударманы жетілдірумен айналысты. Басқалар да Библияны неміс тіліне аударған, бірақ Лютер өз аудармасын өзінің доктринасына бейімдеді. Ол Римдіктерге 3:28-де ""сенім"" сөзінен кейін ""жалғыз"" сөзін қосқаны үшін сынға ұшырағанда, ол ішінара былай деп жауап берді: ""[М]әтіннің өзі және Әулие Павелдің мағынасы оны шұғыл түрде талап етеді. Себебі дәл осы жерде ол христиандық доктринаның негізгі мәселесімен айналысады, атап айтқанда, біз Мәсіхке деген сенім арқылы заңның ешқандай істерінсіз ақталамыз. ... Бірақ істер толығымен жойылған кезде – және бұл сенімнің жалғыз өзі ақтайды дегенді білдіруі керек – кімде-кім бұл істерді жою туралы ашық және анық айтқысы келсе, 'Сенім жалғыз бізді ақтайды, ал істер емес' деп айтуы керек.""

QUESTION:
Ол өмірінің соңына дейін нені жетілдірумен айналысты?

ANSWER:
аударма",Аударманы.
573010fab2c2fd14005687d7,Islamism,"These attacks resonated with conservative Muslims and the problem did not go away with Saddam's defeat either, since American troops remained stationed in the kingdom, and a de facto cooperation with the Palestinian-Israeli peace process developed. Saudi Arabia attempted to compensate for its loss of prestige among these groups by repressing those domestic Islamists who attacked it (bin Laden being a prime example), and increasing aid to Islamic groups (Islamist madrassas around the world and even aiding some violent Islamist groups) that did not, but its pre-war influence on behalf of moderation was greatly reduced. One result of this was a campaign of attacks on government officials and tourists in Egypt, a bloody civil war in Algeria and Osama bin Laden's terror attacks climaxing in the 9/11 attack.",Who did the attacks resonate most with?,"{'text': ['conservative Muslims', 'Muslims', 'conservative Muslims'], 'answer_start': [29, 42, 29]}",conservative Muslims,"Бұл шабуылдар консервативті мұсылмандарға әсер етті және мәселе Саддамның жеңілісімен жойылған жоқ, өйткені американдық әскерлер патшалықта орналасқан күйінде қалды және Палестина-Израиль бейбітшілік процесімен де-факто ынтымақтастық дамыды. Сауд Арабиясы осы топтар арасындағы беделін жоғалтуды өтеуге тырысты, оны шабуылдаған ішкі исламшыларды (бен Ладен негізгі мысал) басып, исламдық топтарға (әлемдегі исламдық медреселер және тіпті кейбір зорлықшыл исламдық топтарға көмек көрсету) көмек көрсетуді арттырды, бірақ оның соғысқа дейінгі ортақтықты қолдау ықпалы айтарлықтай азайды. Мұның бір нәтижесі Египеттегі үкімет шенеуніктері мен туристерге шабуылдар науқаны, Алжирдегі қанды азаматтық соғыс және Осама бен Ладеннің 9/11 шабуылымен шарықтаған террорлық шабуылдары болды.",Шабуылдар ең көп кімге әсер етті?,консервативті мұсылмандар,"CONTEXT:
Бұл шабуылдар консервативті мұсылмандарға әсер етті және мәселе Саддамның жеңілісімен жойылған жоқ, өйткені американдық әскерлер патшалықта орналасқан күйінде қалды және Палестина-Израиль бейбітшілік процесімен де-факто ынтымақтастық дамыды. Сауд Арабиясы осы топтар арасындағы беделін жоғалтуды өтеуге тырысты, оны шабуылдаған ішкі исламшыларды (бен Ладен негізгі мысал) басып, исламдық топтарға (әлемдегі исламдық медреселер және тіпті кейбір зорлықшыл исламдық топтарға көмек көрсету) көмек көрсетуді арттырды, бірақ оның соғысқа дейінгі ортақтықты қолдау ықпалы айтарлықтай азайды. Мұның бір нәтижесі Египеттегі үкімет шенеуніктері мен туристерге шабуылдар науқаны, Алжирдегі қанды азаматтық соғыс және Осама бен Ладеннің 9/11 шабуылымен шарықтаған террорлық шабуылдары болды.

QUESTION:
Шабуылдар ең көп кімге әсер етті?

ANSWER:
консервативті мұсылмандар",консервативті мұсылмандарға
56bf4e1b3aeaaa14008c95c0,Super_Bowl_50,"On June 4, 2014, the NFL announced that the practice of branding Super Bowl games with Roman numerals, a practice established at Super Bowl V, would be temporarily suspended, and that the game would be named using Arabic numerals as Super Bowl 50 as opposed to Super Bowl L. The use of Roman numerals will be reinstated for Super Bowl LI. Jaime Weston, the league's vice president of brand and creative, explained that a primary reason for the change was the difficulty of designing an aesthetically pleasing logo with the letter ""L"" using the standardized logo template introduced at Super Bowl XLV. The logo also deviates from the template by featuring large numerals, colored in gold, behind the Vince Lombardi Trophy, instead of underneath and in silver as in the standard logo.","If Roman numerals were used in the naming of the 50th Super Bowl, which one would have been used?","{'text': ['L', 'L', 'L'], 'answer_start': [23, 272, 272]}",L,"2014 жылдың 4 маусымында NFL Супер Боул ойындарын рим цифрларымен белгілеу тәжірибесі, Супер Боул V кезінде орнатылған тәжірибе, уақытша тоқтатылатынын және ойын Супер Боул L орнына араб цифрларымен Супер Боул 50 деп аталатынын жариялады. Рим цифрларын қолдану Супер Боул LI үшін қайта енгізіледі. Лиганың бренд және креатив жөніндегі вице-президенті Хайме Уэстон бұл өзгерістің негізгі себебі ретінде Супер Боул XLV кезінде енгізілген стандартталған логотип үлгісін қолдана отырып, ""L"" әрпімен эстетикалық жағымды логотипті жобалаудың қиындығын түсіндірді. Логотип сондай-ақ стандартты логотиптегідей төменде және күміспен емес, Винс Ломбарди трофеясының артында алтын түспен боялған үлкен цифрларды көрсету арқылы үлгіден ауытқиды.","Егер 50-ші Супер Боулды атауда рим цифрлары қолданылған болса, қайсысы қолданылар еді?",L,,L
5726701add62a815002e84cb,Geology,"When rock units are placed under horizontal compression, they shorten and become thicker. Because rock units, other than muds, do not significantly change in volume, this is accomplished in two primary ways: through faulting and folding. In the shallow crust, where brittle deformation can occur, thrust faults form, which cause deeper rock to move on top of shallower rock. Because deeper rock is often older, as noted by the principle of superposition, this can result in older rocks moving on top of younger ones. Movement along faults can result in folding, either because the faults are not planar or because rock layers are dragged along, forming drag folds as slip occurs along the fault. Deeper in the Earth, rocks behave plastically, and fold instead of faulting. These folds can either be those where the material in the center of the fold buckles upwards, creating ""antiforms"", or where it buckles downwards, creating ""synforms"". If the tops of the rock units within the folds remain pointing upwards, they are called anticlines and synclines, respectively. If some of the units in the fold are facing downward, the structure is called an overturned anticline or syncline, and if all of the rock units are overturned or the correct up-direction is unknown, they are simply called by the most general terms, antiforms and synforms.","When rock folds deep in the Earth it can fold one of two ways, when it buckles downwards it creates what? ","{'text': ['synforms', 'synforms', 'synforms'], 'answer_start': [930, 930, 930]}",synforms,"Жартасты қабаттар көлденең қысымға ұшырағанда, олар қысқарып, қалыңдайды. Балшықтардан басқа жартас қабаттары көлемін айтарлықтай өзгертпейтіндіктен, бұл екі негізгі жолмен жүзеге асады: жарылу және қатпарлану арқылы. Морт деформация пайда болатын таяз қыртыста, тереңірек жартас үстіндегі таяз жартасқа жылжитын итермелі жарылыстар пайда болады. Тереңірек жартас жиі ескі болғандықтан, қабаттасу принципі бойынша, бұл ескі жартас қабаттарының жас жартас қабаттарының үстіне жылжуына әкелуі мүмкін. Жарылулар бойымен қозғалыс қатпарлануға әкелуі мүмкін, себебі жарылулар жазық емес немесе жартас қабаттары бойымен сүйреліп, жарылу бойымен сырғанау кезінде сүйреу қатпарларын қалыптастырады. Жердің тереңінде жартас пластикалық түрде әрекет етеді және жарылудың орнына қатпарланады. Бұл қатпарлар қатпардың ортасындағы материал жоғары қарай иіліп, ""антиформалар"" жасайтын немесе төмен қарай иіліп, ""синформалар"" жасайтын қатпарлар болуы мүмкін. Егер қатпарлар ішіндегі жартас қабаттарының жоғарғы жағы жоғары қарай бағытталған болса, олар сәйкесінше антиклиндер және синклиндер деп аталады. Егер қатпардағы кейбір қабаттар төмен қарай бағытталған болса, құрылым төңкерілген антиклин немесе синклин деп аталады, ал егер барлық жартас қабаттары төңкерілген немесе дұрыс бағыт белгісіз болса, олар жай ғана ең жалпы терминдермен, антиформалар және синформалар деп аталады.","Жердің тереңінде жартас қатпарланғанда, ол екі жолдың бірінде қатпарлана алады, төмен қарай иілгенде не жасайды?",синформалар,,Синформа жасайды.
5730c8a1f6cb411900e2449e,United_Methodist_Church,"Decisions in-between the four-year meetings are made by the Mission Council (usually consisting of church bishops). One of the most high profile decisions in recent years by one of the councils was a decision by the Mission Council of the South Central Jurisdiction which in March 2007 approved a 99-year lease of 36 acres (150,000 m2) at Southern Methodist University for the George W. Bush Presidential Library. The decision generated controversy in light of Bush's support of the Iraq War which the church bishops have criticized. A debate over whether the decision should or could be submitted for approval by the Southern Jurisdictional Conference at its July 2008 meeting in Dallas, Texas, remains unresolved.","In March 2007, the Mission Council of the South Central jurisdiction approved a 99-year lease on how many acres?","{'text': ['36', '36 acres', '36'], 'answer_start': [314, 314, 314]}",36,"Төрт жылдық кездесулер арасындағы шешімдерді Миссия Кеңесі (әдетте шіркеу епископтарынан тұратын) қабылдайды. Соңғы жылдардағы ең жоғары деңгейдегі шешімдердің бірі Оңтүстік Орталық Юрисдикциясының Миссия Кеңесінің шешімі болды, ол 2007 жылдың наурыз айында Джордж В. Буш Президенттік кітапханасы үшін Оңтүстік Методист Университетінде 99 жылдық жалға алу келісімін мақұлдады, көлемі 36 акр (150,000 м2). Бұл шешім Буштың Ирак соғысын қолдауына байланысты даулы болды, оны шіркеу епископтары сынға алды. 2008 жылдың шілде айында Даллас, Техас штатында өтетін Оңтүстік Юрисдикциялық Конференциясында бұл шешім мақұлдануы керек пе немесе мақұлдана ала ма деген пікірталас шешілмеген күйінде қалды.",2007 жылдың наурыз айында Оңтүстік Орталық юрисдикциясының Миссия Кеңесі қанша акрды 99 жылға жалға алуды мақұлдады?,36,,36 акр.
57269aa65951b619008f77ab,European_Union_law,"While constitutional law concerns the European Union's governance structure, administrative law binds EU institutions and member states to follow the law. Both member states and the Commission have a general legal right or ""standing"" (locus standi) to bring claims against EU institutions and other member states for breach of the treaties. From the EU's foundation, the Court of Justice also held that the Treaties allowed citizens or corporations to bring claims against EU and member state institutions for violation of the Treaties and Regulations, if they were properly interpreted as creating rights and obligations. However, under Directives, citizens or corporations were said in 1986 to not be allowed to bring claims against other non-state parties. This meant courts of member states were not bound to apply an EU law where a national rule conflicted, even though the member state government could be sued, if it would impose an obligation on another citizen or corporation. These rules on ""direct effect"" limit the extent to which member state courts are bound to administer EU law. All actions by EU institutions can be subject to judicial review, and judged by standards of proportionality, particularly where general principles of law, or fundamental rights are engaged. The remedy for a claimant where there has been a breach of the law is often monetary damages, but courts can also require specific performance or will grant an injunction, in order to ensure the law is effective as possible.",Which type of law makes EU institutions and its member states follow the law?,"{'text': ['administrative law', 'administrative law', 'administrative law'], 'answer_start': [77, 77, 77]}",administrative law,"Конституциялық құқық Еуропалық Одақтың басқару құрылымына қатысты болса, әкімшілік құқық ЕО институттары мен мүше мемлекеттерді заңды орындауға міндеттейді. Мүше мемлекеттер мен Комиссияның ЕО институттарына және басқа мүше мемлекеттерге шарттарды бұзғаны үшін талап қоюға жалпы заңды құқығы немесе ""талап қою құқығы"" (locus standi) бар. ЕО құрылғаннан бастап, Әділет соты да Шарттар азаматтар немесе корпорациялар ЕО және мүше мемлекеттердің институттарына Шарттар мен Регламенттерді бұзғаны үшін талап қоюға мүмкіндік береді деп шешті, егер олар құқықтар мен міндеттерді құру ретінде дұрыс түсіндірілсе. Алайда, Директивалар бойынша, 1986 жылы азаматтар немесе корпорациялар басқа мемлекеттік емес тараптарға талап қоюға рұқсат етілмегені айтылды. Бұл мүше мемлекеттердің соттары ұлттық ереже қайшы келген жағдайда ЕО заңын қолдануға міндетті емес дегенді білдірді, тіпті мүше мемлекет үкіметі басқа азаматқа немесе корпорацияға міндет жүктейтін болса, сотқа берілуі мүмкін. ""Тікелей әсер"" ережелері мүше мемлекеттердің соттары ЕО заңын орындауға қаншалықты міндетті екенін шектейді. ЕО институттарының барлық әрекеттері соттық қарауға жатады және пропорционалдылық стандарттары бойынша бағаланады, әсіресе жалпы құқық принциптері немесе негізгі құқықтар қатысқан жағдайда. Заң бұзылған жағдайда талапкерге берілетін өтемақы көбінесе ақшалай шығындар болып табылады, бірақ соттар заңның мүмкіндігінше тиімді болуын қамтамасыз ету үшін нақты орындауды талап етуі немесе тыйым салу туралы бұйрық беруі мүмкін.",Қай құқық түрі ЕО институттары мен оның мүше мемлекеттерін заңды орындауға мәжбүр етеді?,әкімшілік құқық,"CONTEXT:
Конституциялық құқық Еуропалық Одақтың басқару құрылымына қатысты болса, әкімшілік құқық ЕО институттары мен мүше мемлекеттерді заңды орындауға міндеттейді. Мүше мемлекеттер мен Комиссияның ЕО институттарына және басқа мүше мемлекеттерге шарттарды бұзғаны үшін талап қоюға жалпы заңды құқығы немесе ""талап қою құқығы"" (locus standi) бар. ЕО құрылғаннан бастап, Әділет соты да Шарттар азаматтар немесе корпорациялар ЕО және мүше мемлекеттердің институттарына Шарттар мен Регламенттерді бұзғаны үшін талап қоюға мүмкіндік береді деп шешті, егер олар құқықтар мен міндеттерді құру ретінде дұрыс түсіндірілсе. Алайда, Директивалар бойынша, 1986 жылы азаматтар немесе корпорациялар басқа мемлекеттік емес тараптарға талап қоюға рұқсат етілмегені айтылды. Бұл мүше мемлекеттердің соттары ұлттық ереже қайшы келген жағдайда ЕО заңын қолдануға міндетті емес дегенді білдірді, тіпті мүше мемлекет үкіметі басқа азаматқа немесе корпорацияға міндет жүктейтін болса, сотқа берілуі мүмкін. ""Тікелей әсер"" ережелері мүше мемлекеттердің соттары ЕО заңын орындауға қаншалықты міндетті екенін шектейді. ЕО институттарының барлық әрекеттері соттық қарауға жатады және пропорционалдылық стандарттары бойынша бағаланады, әсіресе жалпы құқық принциптері немесе негізгі құқықтар қатысқан жағдайда. Заң бұзылған жағдайда талапкерге берілетін өтемақы көбінесе ақшалай шығындар болып табылады, бірақ соттар заңның мүмкіндігінше тиімді болуын қамтамасыз ету үшін нақты орындауды талап етуі немесе тыйым салу туралы бұйрық беруі мүмкін.

QUESTION:
Қай құқық түрі ЕО институттары мен оның мүше мемлекеттерін заңды орындауға мәжбүр етеді?

ANSWER:
әкімшілік құқық",Әкімшілік құқық.
5727ea45ff5b5019007d986f,Economic_inequality,"In Marxian analysis, capitalist firms increasingly substitute capital equipment for labor inputs (workers) under competitive pressure to reduce costs and maximize profits. Over the long-term, this trend increases the organic composition of capital, meaning that less workers are required in proportion to capital inputs, increasing unemployment (the ""reserve army of labour""). This process exerts a downward pressure on wages. The substitution of capital equipment for labor (mechanization and automation) raises the productivity of each worker, resulting in a situation of relatively stagnant wages for the working class amidst rising levels of property income for the capitalist class.",What impact does workers working harder have on productivity of a business?,"{'text': ['less workers are required', 'raises the productivity of each worker,'], 'answer_start': [262, 506]}",less workers are required,"Марксистік талдауда капиталистік фирмалар шығындарды азайтып, пайданы барынша арттыру үшін бәсекелестік қысыммен еңбек ресурстарын (жұмысшыларды) капиталдық жабдықтармен алмастырады. Ұзақ мерзімде бұл үрдіс капиталдың органикалық құрамын арттырады, яғни капиталдық ресурстарға қатысты жұмысшылардың саны азаяды, жұмыссыздықты (еңбек резервтік армиясы) арттырады. Бұл процесс жалақыға төмендетуші қысым жасайды. Капиталдық жабдықтарды еңбекпен алмастыру (механизация және автоматтандыру) әрбір жұмысшының өнімділігін арттырады, нәтижесінде жұмысшы табы үшін жалақының салыстырмалы түрде тоқырауы жағдайында капиталистік тап үшін мүлік кірістерінің өсу деңгейі байқалады.",Жұмысшылардың көбірек жұмыс істеуі бизнестің өнімділігіне қандай әсер етеді?,аз жұмысшылар қажет болады,,Өнімділікті арттырады.
57297103af94a219006aa426,Chloroplast,"In addition to chlorophylls, another group of yellow–orange pigments called carotenoids are also found in the photosystems. There are about thirty photosynthetic carotenoids. They help transfer and dissipate excess energy, and their bright colors sometimes override the chlorophyll green, like during the fall, when the leaves of some land plants change color. β-carotene is a bright red-orange carotenoid found in nearly all chloroplasts, like chlorophyll a. Xanthophylls, especially the orange-red zeaxanthin, are also common. Many other forms of carotenoids exist that are only found in certain groups of chloroplasts.",What is beta carotene?,"{'text': ['a bright red-orange carotenoid', 'a bright red-orange carotenoid', 'bright red-orange carotenoid found in nearly all chloroplasts'], 'answer_start': [375, 375, 377]}",a bright red-orange carotenoid,"Хлорофиллдерден басқа, каротиноидтар деп аталатын сары-қызғылт сары пигменттердің тағы бір тобы фотожүйелерде кездеседі. Шамамен отыз фотосинтетикалық каротиноид бар. Олар артық энергияны тасымалдауға және таратуға көмектеседі, ал олардың ашық түстері кейде хлорофиллдің жасыл түсін басып кетеді, мысалы, күзде кейбір құрлық өсімдіктерінің жапырақтары түсін өзгерткенде. β-каротин - хлорофилл а сияқты, дерлік барлық хлоропластарда кездесетін ашық қызыл-қызғылт сары каротиноид. Ксантофиллдер, әсіресе қызғылт сары-қызыл зеаксантин, да жиі кездеседі. Каротиноидтардың көптеген басқа түрлері бар, олар тек белгілі бір хлоропласт топтарында ғана кездеседі.",Бета-каротин дегеніміз не?,ашық қызыл-қызғылт сары каротиноид,,Ашық қызыл-қызғылт сары каротиноид.
57300a9a04bcaa1900d77064,Rhine,"At the end of World War I, the Rhineland was subject to the Treaty of Versailles. This decreed that it would be occupied by the allies, until 1935 and after that, it would be a demilitarised zone, with the German army forbidden to enter. The Treaty of Versailles and this particular provision, in general, caused much resentment in Germany and is often cited as helping Adolf Hitler's rise to power. The allies left the Rhineland, in 1930 and the German army re-occupied it in 1936, which was enormously popular in Germany. Although the allies could probably have prevented the re-occupation, Britain and France were not inclined to do so, a feature of their policy of appeasement to Hitler.",When would the occupation of allies leave Rhineland?,"{'text': ['1935', '1930', '1935'], 'answer_start': [142, 434, 142]}",1935,"Бірінші дүниежүзілік соғыстың соңында Рейнланд Версаль келісіміне бағынды. Бұл келісім бойынша ол 1935 жылға дейін одақтастардың бақылауында болады, содан кейін ол демилитаризацияланған аймаққа айналады, ал неміс армиясына кіруге тыйым салынады. Версаль келісімі және осы нақты ереже Германияда үлкен наразылық тудырды және Адольф Гитлердің билікке келуіне көмектескен фактор ретінде жиі айтылады. Одақтастар 1930 жылы Рейнландтан кетті, ал неміс әскері оны 1936 жылы қайта басып алды, бұл Германияда өте танымал болды. Одақтастар қайта басып алуды болдырмауы мүмкін болса да, Ұлыбритания мен Франция мұны істеуге бейім емес еді, бұл Гитлерге қатысты олардың тыныштандыру саясатының ерекшелігі болды.",Одақтастар Рейнландтан қашан кетеді?,1935,"CONTEXT:
Бірінші дүниежүзілік соғыстың соңында Рейнланд Версаль келісіміне бағынды. Бұл келісім бойынша ол 1935 жылға дейін одақтастардың бақылауында болады, содан кейін ол демилитаризацияланған аймаққа айналады, ал неміс армиясына кіруге тыйым салынады. Версаль келісімі және осы нақты ереже Германияда үлкен наразылық тудырды және Адольф Гитлердің билікке келуіне көмектескен фактор ретінде жиі айтылады. Одақтастар 1930 жылы Рейнландтан кетті, ал неміс әскері оны 1936 жылы қайта басып алды, бұл Германияда өте танымал болды. Одақтастар қайта басып алуды болдырмауы мүмкін болса да, Ұлыбритания мен Франция мұны істеуге бейім емес еді, бұл Гитлерге қатысты олардың тыныштандыру саясатының ерекшелігі болды.

QUESTION:
Одақтастар Рейнландтан қашан кетеді?

ANSWER:
1935",1930 жылы.
