text,label,text_kz,label_name,pred_native_basic,pred_en_kz
"Microsoft, Amazon to combine forces Individually theyve been unstoppable in their respective industries. Theyre both legends that have survived the dot com burst and came out winners.",3,"Microsoft пен Amazon күш біріктіреді. Жеке алғанда, олар өз салаларында тоқтаусыз болды. Олар екеуі де dot com дағдарысынан аман қалып, жеңімпаз болып шыққан аңыздар.",Sci/Tech,Business,Business
"Deco keeps Barca flying high as Ronaldo rescues Real Brazilians bagged the plaudits in Spain #39;s La Liga on Saturday as Deco, Brazil-born but a naturalised Portuguese international, fired Barcelona five points clear of the pack with the only goal in a derby win over Espanyol.",1,"Деко Барсаны биікте ұстап тұр, ал Роналду Реалды құтқарады. Бразилиялықтар сенбі күні Испанияның Ла Лигасында мақтауларға ие болды, себебі Бразилияда туған, бірақ Португалияның натурализацияланған халықаралық ойыншысы Деко Барселонаны Эспаньолға қарсы дерби жеңісінде жалғыз голмен бес ұпай алға шығарды.",Sports,Sports,Sports
Panel to Investigate Fraud Charges in Afghan Vote The move to head off the attack on the vote's legitimacy came as workers began the long process of collecting ballots.,0,Ауғанстандағы дауыс беру кезінде алаяқтық айыптарын тексеру үшін комиссия құрылды. Дауыс берудің заңдылығына жасалған шабуылдың алдын алу шарасы ретінде жұмысшылар бюллетеньдерді жинаудың ұзақ процесін бастады.,World,World,World
Radeon X850 Released VisionTek announced today the official launch of its XTASY RADEON X850 XT PCI Express Graphics Accelerator card.  quot;We #39;ve been overwhelmed by customer requests for a top of the line VisionTek 16X PCI Express ,3,"VisionTek бүгін өзінің XTASY RADEON X850 XT PCI Express Graphics Accelerator картасының ресми шығарылғанын жариялады. ""Біз VisionTek 16X PCI Express жоғары деңгейлі өнімге деген тұтынушылардың сұранысына таң қалдық.",Sci/Tech,Sci/Tech,Sci/Tech
"Euro supercomputing initiative welcomes users European researchers can now turn to a new supercomputing network for help in their scientific endeavors.  quot;We have just completed testing, quot; said David Henty with the Edinburgh Parallel Computing Centre, a ",3,"Еуропалық суперкомпьютерлік бастама пайдаланушыларды қарсы алады Еуропалық зерттеушілер енді өздерінің ғылыми ізденістерінде көмек алу үшін жаңа суперкомпьютерлік желіге жүгіне алады. «Біз тестілеуді жаңа ғана аяқтадық», - деді Эдинбург Параллельді Есептеу Орталығының өкілі Дэвид Хенти.",Sci/Tech,Sci/Tech,Sci/Tech
"Soldiers Kill Palestinian Near Gaza-Israel Fence Israeli soldiers shot and killed a Palestinian as he approached a security fence between Israel and the Gaza Strip, Israeli military sources said on Saturday.",0,"Израильдік сарбаздар Газа-Израиль қоршауының жанында палестиналықты өлтірді Израильдік әскери дереккөздердің айтуынша, сенбі күні Израиль мен Газа секторы арасындағы қауіпсіздік қоршауына жақындаған палестиналықты израильдік сарбаздар атып өлтірді.",World,World,World
"American Economist Expected to Win Nobel (AP) AP - Americans have dominated the annual Nobel Memorial Prize in Economic Sciences five years running, and it may not surprise Nobel watchers if the trend continues.",2,"Америкалық экономист Нобель сыйлығын жеңіп алуы мүмкін (AP) AP - Америкалықтар бес жыл қатарынан жыл сайынғы Нобель экономикалық ғылымдар бойынша естелік сыйлығын жеңіп алып келеді, және егер бұл үрдіс жалғаса берсе, Нобель бақылаушыларын таң қалдырмауы мүмкін.",Business,Business,Business
"Military Buoys Profit at Defense Firms  CHICAGO (Reuters) - Robust demand for military equipment  and technology led four U.S. defense companies to post higher  quarterly profit on Wednesday, with jet maker Boeing Co. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=BA.N target=/stocks/quickinfo/fullquote""&gt;BA.N&lt;/A&gt;  reporting a 78 percent jump in earnings despite a decline in  commercial airplane revenue.",2,"Әскери жабдықтар қорғаныс компанияларының пайдасын арттырды ЧИКАГО (Reuters) - Әскери жабдықтар мен технологияларға деген жоғары сұраныс сәрсенбі күні төрт америкалық қорғаныс компаниясының тоқсандық пайдасының өсуіне әкелді, ұшақ өндіруші Boeing Co. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=BA.N target=/stocks/quickinfo/fullquote""&gt;BA.N&lt;/A&gt; коммерциялық ұшақтардың кірісі төмендегеніне қарамастан, табысының 78 пайызға өскенін хабарлады.",Business,Business,Business
"NHL Players, Owners Reject Plans to End Lockout  TORONTO (Reuters) - Hopes of saving the National Hockey  League season all but vanished Tuesday when players and team  owners rejected proposals to end the labor dispute.",1,NHL ойыншылары мен иелері локаутты тоқтату жоспарын қабылдамады ТОРОНТО (Reuters) - Ұлттық хоккей лигасының маусымын құтқару үміті сейсенбі күні ойыншылар мен команда иелері еңбек дауын тоқтату ұсыныстарын қабылдамаған кезде дерлік жоғалды.,Sports,Sports,Sports
"Paul McCartney To Perform at Super Bowl Following this year #39;s  quot;Nipplegate quot; affair with Janet Jackson and Justin Timberlake, the organisers of half-time entertainment at the Super Bowl aren #39;t taking any chances in 2005.",1,"Пол Маккартни Super Bowl-да өнер көрсетеді. Биылғы жылы Джанет Джексон мен Джастин Тимберлейкпен болған ""Nipplegate"" оқиғасынан кейін, Super Bowl-дағы үзіліс кезіндегі ойын-сауықты ұйымдастырушылар 2005 жылы ешқандай тәуекелге бармайды.",Sports,Sports,Sports
"Starbucks CEO to Retire, Shares Fall Starbucks Corp. (SBUX.O: Quote, Profile, Research) on Tuesday said its chief executive, Orin Smith, will retire next year, surprising investors, who sent the coffee shop chain #39;s shares lower in after-hours trading.",2,"Starbucks бас директоры зейнетке шығады, акциялары төмендеді Starbucks Corp. (SBUX.O: Quote, Profile, Research) сейсенбі күні өзінің бас директоры Орин Смит келесі жылы зейнетке шығатынын хабарлады, бұл инвесторларды таң қалдырды, олар кофе дүкендері желісінің акцияларын жұмыс уақыты аяқталғаннан кейінгі саудада төмендетті.",Business,Business,Business
"Procter  amp; Gamble: A soap opera success By Davis Dyer, Frederick Dalzell. By Robert Slater. In the 1830s, William Procter, a storekeeper and candle maker, and James Gamble, a soap maker, happened to marry two sisters in Cincinnati, Olivia and Elizabeth Ann Norris.",2,"Procter & Gamble: Сабын операсының жетістігі Дэвис Дайер, Фредерик Дальзелл. Роберт Слейтер. 1830 жылдары дүкенші және шам жасаушы Уильям Проктер мен сабын жасаушы Джеймс Гэмбл Цинциннати қаласында Оливия және Элизабет Энн Норрис есімді екі апалы-сіңліліге үйленді.",Business,Business,Business
U.S. Stocks End Higher  NEW YORK (Reuters) - U.S. stocks ended higher on Wednesday  as investors snapped up semiconductor shares at bargain prices  and bought some blue chips after crude oil retreated from  record high prices.,2,"АҚШ акциялары жоғары деңгейде аяқталды

НЬЮ-ЙОРК (Reuters) - Сәрсенбі күні АҚШ акциялары жоғары деңгейде аяқталды, себебі инвесторлар арзан бағамен жартылай өткізгіш акцияларын сатып алып, мұнайдың рекордтық жоғары бағалардан кейін шегінуінен кейін кейбір көк чиптерді сатып алды.",Business,Business,Business
"Medicare Premiums to Rise Record 17 Pct. WASHINGTON - Medicare premiums for doctor visits are going up a record \$11.60 a month next year. The Bush administration says the increase reflects a strengthened Medicare, while Democrats complain that seniors are being unfairly socked...",0,"Медициналық сақтандыру төлемдері рекордтық 17 пайызға өседі. ВАШИНГТОН - Келесі жылы дәрігерге бару үшін Medicare төлемдері айына рекордтық 11,60 долларға өседі. Буш әкімшілігі бұл өсім Medicare-дің күшейтілгенін көрсетеді десе, демократтар қарт адамдарға әділетсіз жүк түсіп жатқанын айтып шағымдануда...",World,Business,Business
"The C.E.O. Vanishes, and Other Mysteries Why did PeopleSoft, in the midst of a takeover fight with Oracle, fire its chief executive and president? Who knows? And that's a problem.",3,"C.E.O. жоғалып кетті, және басқа да құпиялар: Неліктен PeopleSoft, Oracle-мен бірігу күресінің ортасында, өзінің бас директорын және президентін жұмыстан шығарды? Кім біледі? Және бұл мәселе.",Sci/Tech,Business,Business
Yahoo! email acquisition aims to keep Google in view Stata Labs previously sold two products Bloomba and SAproxy Pro which have now been withdrawn from sale. Saproxy was an anti-spam product whilst Bloomba was an email management system which allows users to ,3,"Yahoo! электрондық поштаны сатып алу Google-ды назарда ұстауға бағытталған. Stata Labs бұрын Bloomba және SAproxy Pro атты екі өнімді сатқан болатын, олар қазір сатылымнан алынып тасталды. SAproxy спамға қарсы өнім болса, Bloomba пайдаланушыларға мүмкіндік беретін электрондық пошта басқару жүйесі болды.",Sci/Tech,Business,Business
"Motorola Quarterly Earnings Rise Motorola Inc., the world's No. 2 maker of cell phones, on Tuesday said its quarterly profit\more than tripled, as sales rose 26 percent, driven in part by a host of new handset models and cost controls.",3,"Motorola тоқсандық табысы өсті Motorola Inc., әлемдегі екінші ірі ұялы телефон өндірушісі, сейсенбі күні тоқсандық пайдасының үш еседен астам өскенін хабарлады, себебі сатылымдар 26 пайызға өсті, бұл жаңа телефон модельдерінің көптігі мен шығындарды бақылаудың арқасында болды.",Sci/Tech,Business,Business
"U.S.: No Decision Made on Iraq Unit's Fate (AP) AP - The U.S. military said Monday no decision had been made on whether to discipline Army reservists who refused a supply mission last week, despite statements from their relatives that the soldiers would be discharged.",0,"АҚШ: Ирак бөлімшесінің тағдыры туралы шешім қабылданған жоқ (AP) AP - АҚШ әскері дүйсенбі күні өткен аптада жабдықтау миссиясынан бас тартқан армия резервистерін тәртіпке шақыру туралы шешім қабылданбағанын айтты, олардың туыстарының сарбаздардың қызметтен босатылатыны туралы мәлімдемелеріне қарамастан.",World,World,World
"Viacom, Disney pay \$1.5M FCC fine Disney and Viacom agreed to a fine of \$1.5 million from the Federal Communications Commission over claims their children #39;s cable television networks violated advertising restrictions, the FCC said Thursday.",2,"Viacom және Disney FCC айыппұлын төлеуге $1,5 млн Viacom және Disney Федералды байланыс комиссиясымен балаларға арналған кабельдік теледидар желілері жарнама шектеулерін бұзды деген айыптаулар бойынша $1,5 миллион айыппұл төлеуге келісті, деп хабарлады FCC бейсенбі күні.",Business,Business,Business
"US Stocks Rise; Oil, Gold Fall A decline in the price of oil helped lift US stocks to their highest level in two-months on Tuesday. The dollar declined against its major rivals as investors took profits ",2,"АҚШ акциялары өсті; Мұнай мен алтын арзандады Мұнай бағасының төмендеуі сейсенбі күні АҚШ акцияларының екі айдағы ең жоғары деңгейге көтерілуіне көмектесті. Инвесторлар пайдасын алып жатқандықтан, доллар негізгі қарсыластарына қатысты төмендеді.",Business,Business,Business
"Sharapova ousted They were 78 feet and a generation apart. On one end of the Arthur Ashe Stadium court stood Maria Sharapova, the 17-year-old Wimbledon champion with a future as bright as her usual smile.",1,"Шарапова жеңілді Олар 78 фут және бір ұрпақ айырмашылығында болды. Артур Эш стадионының бір шетінде 17 жастағы Уимблдон чемпионы Мария Шарапова тұрды, оның болашағы әдеттегі күлкісі сияқты жарқын еді.",Sports,Sports,Sports
"Hezbollah flies unmanned plane over Israel Hezbollah sent an unmanned reconnaissance plane over Israeli airspace Sunday, the Lebanon-based group and the Israeli military said.",0,"""Хезболла"" Израильдің үстінен пилотсыз ұшақ ұшырды ""Хезболла"" жексенбі күні Израиль әуе кеңістігіне пилотсыз барлау ұшағын жібергенін Ливанда орналасқан топ пен Израиль әскері мәлімдеді.",World,World,World
"Humax, TiVo recorder aims for prime time The companies target mainstream audiences with a low-cost combination digital video recorder and DVD burner box.",3,"Humax, TiVo жазғышы негізгі уақытты көздейді Компаниялар негізгі аудиторияны төмен бағалы сандық бейне жазғыш пен DVD жазғыш қораптың үйлесімімен мақсат етеді.",Sci/Tech,Business,Business
"Hendrick Motorsports Plane Crash Kills 10 (AP) AP - A plane owned by the Hendrick Motorsports organization crashed Sunday on its way to a NASCAR race, killing all 10 people aboard, federal officials said. A spokesman for a funeral home where the bodies were being taken said the dead included the son, brother and two nieces of Rick Hendrick, owner of one of the most successful organizations in NASCAR history.",1,"Hendrick Motorsports ұшағының апаты 10 адамның өмірін қиды (AP) AP - Жексенбі күні NASCAR жарысына бара жатқан Hendrick Motorsports ұйымына тиесілі ұшақ апатқа ұшырап, борттағы барлық 10 адам қаза тапты, деп хабарлады федералды шенеуніктер. Мәйіттер жеткізілген жерлеу бюросының өкілі қаза тапқандардың арасында NASCAR тарихындағы ең табысты ұйымдардың бірінің иесі Рик Хендриктің ұлы, ағасы және екі жиені бар екенін айтты.",Sports,Sports,Sports
"EDS cutting 4,600 jobs through early retirement, taking US\$150M &lt;b&gt;...&lt;/b&gt; PLANO, Tex. (CP) - Electronic Data Systems is cutting 4,600 jobs through early retirement and taking a \$150 million US charge in the fourth quarter, the information technology company said Tuesday.",2,"EDS 4 600 жұмыс орнын ерте зейнетке шығару арқылы қысқартып, 150 миллион АҚШ долларын алады ... PLANO, Техас (CP) - Electronic Data Systems компаниясы 4 600 жұмыс орнын ерте зейнетке шығару арқылы қысқартып, төртінші тоқсанда 150 миллион АҚШ долларын алады, деп хабарлады ақпараттық технологиялар компаниясы сейсенбі күні.",Business,Business,Business
"Microsoft promises new OS for 2006 Microsoft says it plans to broadly release the long-awaited update to its flagship Windows operating system, dubbed  #39;Longhorn #39;, in 2006.",3,"Microsoft 2006 жылға жаңа операциялық жүйені уәде етеді Microsoft өзінің негізгі Windows операциялық жүйесіне көптен күткен жаңартуды, ""Longhorn"" деп аталатын, 2006 жылы кеңінен шығаруды жоспарлап отырғанын айтты.",Sci/Tech,Sci/Tech,Sci/Tech
"Companies Moving Cautiously on Microsoft #39;s SP2 Update  quot;Whether companies roll out Windows XP immediately or replace their older operating systems with Windows XP when purchasing new PCs, companies now have to ensure XP SP2 compliancy by determining ",3,"Компаниялар Microsoft-тың SP2 жаңартуына сақтықпен қарауда ""Компаниялар Windows XP-ді бірден орнатса да немесе жаңа компьютерлер сатып алғанда ескі операциялық жүйелерін Windows XP-ге ауыстырса да, енді XP SP2-ге сәйкестікті қамтамасыз етуі керек.",Sci/Tech,Sci/Tech,Sci/Tech
"E-Mail And IM Get Closer ICQ, an IM service provider owned by America Online, and Mail2World Inc., a provider of messaging and collaboration services, this week revealed a free upgrade to the ICQmail service that ",3,"Электрондық пошта және IM жақындай түсуде ICQ, America Online компаниясына тиесілі IM қызметін жеткізуші, және Mail2World Inc., хабар алмасу және ынтымақтастық қызметтерін жеткізуші, осы аптада ICQmail қызметіне тегін жаңартуды ашты, ол",Sci/Tech,Sci/Tech,Sci/Tech
"USC rolls to easy win Despite playing well Arizona was unable the hold the top ranked USC Trojans, losing 49-9. The score was a bit deceiving as the Wildcats hung tough with the nations best team for about a quarter and a half.",1,"USC жеңіске оңай жетті Аризона жақсы ойнағанына қарамастан, ең үздік рейтингтегі USC Trojans командасын ұстап тұра алмады, 49-9 есебімен жеңілді. Есеп сәл алдамшы болды, өйткені Wildcats шамамен бір жарым тоқсан бойы елдің ең үздік командасымен тең дәрежеде ойнады.",Sports,Sports,Sports
"IBM Unveils Security Intel Service, Notes Big Jump In Attacks Attacks against crucial infrastructure -- utilities, telcos, and government agencies -- rose by 55 from July to August. By Gregg Keizer, TechWeb.",3,"IBM қауіпсіздік барлау қызметін таныстырды, шабуылдардың күрт өскенін атап өтті. Маңызды инфрақұрылымға – коммуналдық қызметтерге, телекоммуникациялық компанияларға және үкіметтік агенттіктерге жасалған шабуылдар шілдеден тамызға дейін 55 пайызға өсті. Автор: Грегг Кейзер, TechWeb.",Sci/Tech,Sci/Tech,Sci/Tech
"Martha Stewart Living posts bigger loss Martha Stewart Living Omnimedia Inc., still reeling from the personal legal woes of its imprisoned founder, former chairwoman and CEO, posted a wider loss in the third quarter ",2,"Марта Стюарт Ливинг үлкенірек шығынды жариялады Martha Stewart Living Omnimedia Inc., түрмеде отырған негізін қалаушысы, бұрынғы төрайымы және бас атқарушы директорының жеке заңды қиындықтарынан әлі де зардап шегіп жатқандықтан, үшінші тоқсанда үлкенірек шығынды жариялады.",Business,Business,Business
"US Space Agency Improves Shuttle Safety, Management The US space agency, NASA, continues work on improving the safety of the space shuttle, before the fleet of orbiters resumes its visits to the international space station next year.",3,"АҚШ ғарыш агенттігі шаттл қауіпсіздігі мен басқаруын жақсартады АҚШ ғарыш агенттігі, NASA, келесі жылы орбиталық кемелердің халықаралық ғарыш станциясына сапарларын қайта бастамас бұрын, ғарыш шаттлының қауіпсіздігін жақсарту бойынша жұмыстарын жалғастыруда.",Sci/Tech,Sci/Tech,Sci/Tech
"Georgia Receivers Try to Make Their Mark (AP) AP - It's taken four years and then some. Through injuries, timid play, occasional doubts and flashes of brilliance, everyone at Georgia has waited for Fred Gibson and Reggie Brown to fulfill their enormous potential.",1,"Грузия қабылдаушылары өз іздерін қалдыруға тырысады (AP) AP - Бұл төрт жыл және одан да көп уақытты алды. Жарақаттар, ұялшақ ойын, кейде күмәндар және жарқыраған сәттер арқылы, Грузиядағы барлығы Фред Гибсон мен Реджи Браунның үлкен әлеуетін жүзеге асыруын күткен.",Sports,Sports,Sports
Toile Gets A Makeover The traditional pattern shakes its fussy image as designers give it a new look,2,"Туаль жаңартылды Дәстүрлі өрнек дизайнерлер оны жаңа көрініспен қамтамасыз еткенде, өзінің күрделі бейнесін өзгертеді.",Business,Business,Business
"Smoltz could return to rotation ANAHEIM, Calif. There #39;s a chance John Smoltz could return to the Atlanta Braves #39; rotation if the team finds another closer.",1,"Смолц қайтадан ротацияға оралуы мүмкін АНАХАЙМ, Калифорния. Атланта Брэйвз командасы басқа жабушы тапса, Джон Смолц қайтадан ротацияға оралуы мүмкін.",Sports,Sports,Sports
"World briefs LONDON - A man wielding a machete and a knife attacked two security guards at the building housing the headquarters of the British domestic intelligence service MI5 on Friday, police said.",2,"Әлем жаңалықтары ЛОНДОН - Жұма күні британдық ішкі барлау қызметі MI5-тің штаб-пәтері орналасқан ғимаратта мачете мен пышақ ұстаған ер адам екі қауіпсіздік қызметкеріне шабуыл жасады, деп хабарлады полиция.",Business,World,World
"Minaya Shakes Up Mets Coaching Staff NEW YORK Oct. 13, 2004 - Mets general manager Omar Minaya shook up New York #39;s coaching staff Wednesday while continuing to search for a manager to replace Art Howe.",1,"Минайя Метс жаттықтырушылар құрамын өзгертті

НЬЮ-ЙОРК, 2004 жылғы 13 қазан - Метс бас менеджері Омар Минайя сәрсенбі күні Нью-Йорктің жаттықтырушылар құрамын өзгертті, ал Арт Хоуды алмастыратын менеджерді іздеуді жалғастыруда.",Sports,Sports,Sports
"Drummond back to his happy home Scott Drummond, who meets the defending champion Ernie Els tomorrow in the first round of the World Match Play Championship, arrived at Wentworth in May with career earnings on the European Tour of less than 40,000.",1,"Драммонд өзінің бақытты үйіне оралды Ертең Әлемдік матчтық ойын чемпионатының бірінші кезеңінде қорғаушы чемпион Эрни Элспен кездесетін Скотт Драммонд мамыр айында Вентвортқа Еуропалық турдағы мансаптық табысы 40,000-нан аз болып келді.",Sports,Sports,Sports
"Soccer: Matuzalem brace ends Celtic #39;s Champions League hopes DONETSK, Ukraine: Brazilian midfielder Matuzalem defied the chilly temperatures to score a double for Shakhtar Donetsk on Wednesday in a 3-0 win which virtually ended Celtic #39;s Champions League ambitions this season.",1,"Футбол: Матузалемнің дублі ""Селтик"" командасының Чемпиондар Лигасындағы үмітін үзді

ДОНЕЦК, Украина: Бразилиялық жартылай қорғаушы Матузалем сәрсенбі күні ""Шахтер Донецк"" командасы үшін екі гол соғып, 3-0 есебімен жеңіске жетіп, осы маусымда ""Селтик"" командасының Чемпиондар Лигасындағы үмітін іс жүзінде үзді.",Sports,Sports,Sports
"Howard Wins Big The Bison win their second straight game with a 53-7 domination of nonconference Savannah State before 5,205 at Greene Stadium.",1,"Говард үлкен жеңіске жетті Бизондар Грин стадионында 5,205 көрерменнің алдында конференциядан тыс Савана Стейтті 53-7 есебімен жеңіп, қатарынан екінші ойында жеңіске жетті.",Sports,Sports,Sports
"Gone Phishing? Zastrossi writes  quot;According to the Anti-Phishing Working Group, phishing sites--the practice of making sites that look and act like popular sites such as banks in order to steal personal information from customers--rose from 543 sites in September to ",3,"Фишингке ұшырадыңыз ба? Застросси былай деп жазады: «Анти-Фишинг Жұмыс Тобының мәліметі бойынша, фишинг сайттары – клиенттердің жеке ақпаратын ұрлау мақсатында банктер сияқты танымал сайттарға ұқсас және солар сияқты әрекет ететін сайттарды жасау тәжірибесі – қыркүйек айында 543 сайттан ...»",Sci/Tech,Sci/Tech,Sci/Tech
Shaukat Aziz gets vote of confidence ISLAMABAD: Newly-elected known as finance wizard Prime Minister Shaukat Aziz has secured vote of confidence form the national assembly.,0,Шаукат Азиз сенім вотумын алды ИСЛАМАБАД: Қаржы шебері ретінде танымал жаңа сайланған Премьер-министр Шаукат Азиз ұлттық ассамблеядан сенім вотумын алды.,World,World,World
"Traber rehabbed all of last season Traber was chosen in the first round and 16th overall of the 2001 draft by the New York Mets, and made his major league debut with Cleveland in 2003.",1,"Трабер өткен маусымның барлығын қалпына келтірумен өткізді. Трабер 2001 жылғы драфтта Нью-Йорк Метс командасы тарапынан бірінші раундта және жалпы 16-шы болып таңдалды, және 2003 жылы Кливлендпен негізгі лигада дебют жасады.",Sports,Sports,Sports
Euro exchange rate poses no threat to eurozone economy A top European Union (EU) economic official said on Monday that the current level of the euro against the US dollar posed no threat to the eurozone economic recovery.,2,Еуро бағамы еуроаймақ экономикасына қауіп төндірмейді Еуропалық Одақтың (ЕО) жоғары дәрежелі экономикалық шенеунігі дүйсенбі күні еуроның АҚШ долларына қатысты қазіргі деңгейі еуроаймақтың экономикалық қалпына келуіне қауіп төндірмейтінін айтты.,Business,Business,Business
"China vows currency shift but mum on date Washington, Oct. 2: In the face of growing international pressure, Chinese officials told top US officials on Friday that they would continue to push ahead with plans to float or revalue their currency, but ",2,"Қытай валютаны өзгертуге уәде берді, бірақ мерзімі туралы айтпады Вашингтон, 2 қазан: Халықаралық қысымның күшеюіне байланысты Қытай шенеуніктері жұма күні АҚШ-тың жоғары лауазымды тұлғаларына өз валюталарын еркін айналымға жіберу немесе қайта бағалау жоспарларын жалғастыратынын айтты, бірақ",Business,Business,Business
"New Web Domain Names Get Preliminary Nod (AP) AP - Two new Internet domain names  #151; "".post"" and "".travel""  #151; could appear online as early as next year as the Internet's key oversight board announced preliminary approval on Wednesday.",3,"Жаңа веб-домен атаулары алдын ала мақұлданды (AP) AP - Интернеттің негізгі қадағалау кеңесі сәрсенбі күні алдын ала мақұлдауды жариялағандықтан, "".post"" және "".travel"" атты екі жаңа интернет-домен атаулары келесі жылы интернетте пайда болуы мүмкін.",Sci/Tech,Sci/Tech,Sci/Tech
Pakistan and India agree to cooperate on easing tensions and &lt;b&gt;...&lt;/b&gt; The leaders of India and Pakistan promised Friday to work together to  quot;restore normalcy and cooperation quot; between their countries and seek peace in the disputed Himalayan territory of Kashmir.,0,"Пәкістан мен Үндістан шиеленісті жеңілдету бойынша ынтымақтасуға келісті және &lt;b&gt;...&lt;/b&gt; Үндістан мен Пәкістанның көшбасшылары жұма күні өз елдері арасында ""қалыпты жағдай мен ынтымақтастықты қалпына келтіру"" және даулы Гималай аймағы Кашмирде бейбітшілік орнату үшін бірге жұмыс істеуге уәде берді.",World,World,World
"USC #39;s Orgeron shows interest in Ole Miss job While the list has dwindled in the search to replace David Cutcliffe as the Ole Miss football coach, one name has risen to the top.",1,"USC-тің Оргероны Ole Miss жұмыс орнына қызығушылық танытады. Ole Miss футбол жаттықтырушысы Дэвид Катклифтің орнына іздеу тізімі азайғанымен, бір есім алдыңғы қатарға шықты.",Sports,Sports,Sports
"Guidant, J amp;J reportedly are in merger talks Johnson  amp; Johnson is in advanced negotiations to acquire Guidant, an Indianapolis-based medical device maker, for more than \$24 billion, executives close to the talks said Monday.",2,"Guidant пен J&J бірігу туралы келіссөздер жүргізіп жатыр деп хабарланды. Johnson & Johnson Индианаполис қаласында орналасқан медициналық құрылғылар өндірушісі Guidant компаниясын 24 миллиард доллардан астам сомаға сатып алу туралы келіссөздердің соңғы кезеңінде тұр, деп дүйсенбі күні келіссөздерге жақын басшылар мәлімдеді.",Business,Business,Business
"Panama Assures Rumsfeld on Canal Security  PANAMA CITY, Panama (Reuters) - Panama's security chief  told Defense Secretary Donald Rumsfeld on Saturday the Central  American nation was working to prevent any terror attack that  might close the Panama Canal.",0,"Панама Рамсфелдке канал қауіпсіздігі туралы сендірді

ПАНАМА ҚАЛАСЫ, Панама (Reuters) - Панаманың қауіпсіздік басшысы сенбі күні Қорғаныс министрі Дональд Рамсфелдке Орталық Америка мемлекеті Панама каналын жабуы мүмкін кез келген террорлық шабуылдың алдын алу үшін жұмыс істеп жатқанын айтты.",World,World,World
"NASA Successfully Launches Swift Satellite NASA #39;s Swift satellite successfully launched today aboard a Boeing Delta 2 rocket at 12:16 pm EST from Launch Complex 17A at the Cape Canaveral Air Force Station, Fla.",3,"NASA Swift жерсерігін сәтті ұшырды

NASA-ның Swift жерсерігі бүгін Флорида штатындағы Канаверал мүйісіндегі Әуе күштері станциясының 17A ұшыру кешенінен Boeing Delta 2 зымыранымен шығыс уақыты бойынша 12:16-да сәтті ұшырылды.",Sci/Tech,Sci/Tech,Sci/Tech
Olympics: Emotional Zijlaard-van Moorsel defends time trial title ATHENS : Dutch cycling great Leontien Zijlaard-van Moorsel emotionally defended her Olympic time trial gold medal here. ,1,Олимпиада: Эмоционалды Зейлаард-ван Мурсел уақыт сынағы атағын қорғады АФИНА: Голландиялық велоспорт шебері Леонтин Зейлаард-ван Мурсел мұнда Олимпиада уақыт сынағының алтын медалін эмоционалды түрде қорғады.,Sports,Sports,Sports
"Warne ends India #39;s teen resistance India posted 199/7 and trail Australia by 275 runs at lunch on the third day of the first Test at Bangalore. India #39;s two teenagers Pathiv Patel and Irfan Pathan, who resumed on 18 and one respectively, fought ",1,"Уорн Үндістанның жасөспірімдер қарсылығын аяқтады. Үндістан Бангалордағы бірінші тесттің үшінші күнінің түскі асында 199/7 көрсеткішін тіркеп, Австралиядан 275 ұпайға артта қалды. Үндістанның екі жасөспірімі Патхив Пател мен Ирфан Патан, сәйкесінше 18 және бір ұпаймен ойынды жалғастырған, күресті.",Sports,Sports,Sports
US soldier convicted of torture in Iraq A US military intelligence soldier in Iraq has been sentenced to 8 months in prison for taking part in torturing detainees in Abu Ghraib prison.,0,АҚШ сарбазы Ирактағы азаптау үшін сотталды Ирактағы АҚШ әскери барлау сарбазы Абу-Грейб түрмесінде тұтқындарды азаптауға қатысқаны үшін 8 айға бас бостандығынан айырылды.,World,World,World
"Europe ; Serbia calls on UN to annul appointment of Kosovo PM He (Haradinaj) is a war crimes suspect, and Serbian authorities will face numerous difficulties ... with such a person, Kostunica said.",0,"Еуропа; Сербия БҰҰ-ға Косово премьер-министрін тағайындауды жоюды сұрайды. Ол (Харадинай) әскери қылмыстарға күдікті, және Сербия билігі мұндай адаммен көптеген қиындықтарға тап болады, деді Коштуница.",World,World,World
"Tabbed Browsing Flaws Detected Tabbed browsing, one of the more popular features built into alternative Web browsers, contains a security flaw that puts users at risk of spoofing attacks, research firm Secunia warned on Wednesday.",3,"Қойындыларды шолу ақаулары анықталды Қойындыларды шолу, балама веб-шолғыштарға енгізілген ең танымал мүмкіндіктердің бірі, пайдаланушыларды алдау шабуылдарына ұшырататын қауіпсіздік ақауын қамтиды, деп сәрсенбі күні зерттеу фирмасы Secunia ескертті.",Sci/Tech,Sci/Tech,Sci/Tech
"DHS faces IT management challenge, GAO says A  quot;formidable information and technology management challenge quot; faces the Homeland Security Department, according a report released today by the Government Accountability Office.",3,"GAO мәлімдеуінше, АҚШ-тың Ішкі қауіпсіздік департаменті ақпараттық технологияларды басқаруда қиындықтарға тап болуда Бүгін Үкіметтің есеп беру басқармасы жариялаған есепке сәйкес, Ішкі қауіпсіздік департаменті ""үлкен ақпарат және технологияларды басқару қиындықтарына"" тап болуда.",Sci/Tech,Sci/Tech,Sci/Tech
