id,question,options,answer_key,question_kz,options_kz,pred_native_kz,pred_en_kz
1d44fb5f4b7f1e23ff6c1c083db81ba1,What are people likely to want to do with their friends?,"A) own land
B) own home
C) talk to each other
D) believe in god
E) spend time",E,Адамдар достарымен не істегісі келеді?,"A) жерге иелік ету
B) үйге иелік ету
C) бір-бірімен сөйлесу
D) құдайға сену
E) уақыт өткізу",E,E
e63a210053cf7f961ca0b5a7e6eb355d,The end of the barrel of what primitive firearm is bell shaped?,"A) barbell
B) funnel
C) blunderbuss
D) wind instrument
E) kettlebell",C,Қандай қарапайым атыс қаруының ұңғысының соңы қоңырау тәрізді?,"A) штанга
B) құйғыш
C) мушкетон
D) үрмелі аспап
E) гиря",C,C
b5baf77d3855935c87f01f5fb2216667,"If a person were going to bed, what would be their goal?","A) lazy
B) insomnia
C) rest
D) falling asleep
E) dreaming of",D,"Егер адам ұйықтауға жатса, оның мақсаты қандай болар еді?","A) жалқау
B) ұйқысыздық
C) демалу
D) ұйықтап қалу
E) армандау",C,C
fd243c96edec5b1b8520d5bfeddc6622,Where can I put this penny to save for later?,"A) piggy bank
B) wallet
C) toy
D) ground
E) pocket",A,Бұл тиынды кейінге сақтау үшін қайда қоюға болады?,"A) шошқа банкі
B) әмиян
C) ойыншық
D) жер
E) қалта",A,A
273d0134e8ce53d4ebcf41ca7fde02af,Where could you find hundreds of thousands of home?,"A) field
B) neighborhood
C) star can
D) city or town
E) apartment building",D,Сіз жүздеген мың үйді қайдан таба аласыз?,"A) дала
B) көршілестік
C) жұлдызды банка
D) қала немесе ауыл
E) пәтер ғимараты",D,D
f11a2975898033893d6a38f75d791fdf,What can machines do that humans cannot?,"A) fail to work
B) perform work
C) answering questions
D) see work
E) fly",E,Машиналар адамдар жасай алмайтын не істей алады?,"A) жұмыс істемеу
B) жұмыс орындау
C) сұрақтарға жауап беру
D) жұмысты көру
E) ұшу",E,E
f232bfea2a7611999688a252e476c040,"They had a theory of what they could do in t he big game, so over and over they would what?","A) park
B) practice
C) fact
D) practical
E) practise",B,"Үлкен ойында не істей алатындары туралы теориялары болды, сондықтан олар қайта-қайта не істейтін еді?","A) парк
B) жаттығу
C) факт
D) практикалық
E) жаттығу жасау",D,E
820df15b615d221e38a71fcc44461085,Where would your hear a bass clarinet along side other wood wind instruments?,"A) opera house
B) school band
C) music store
D) orchestra
E) bathroom stall",D,Бас кларнетті басқа ағаш үрмелі аспаптармен бірге қай жерде естуге болады?,"A) опера үйі
B) мектеп оркестрі
C) музыкалық дүкен
D) оркестр
E) дәретхана кабинасы",D,D
029e36d8f65982b142c319064dc5e32f,What are people likely to do when an unexpected decent outcome occurs?,"A) kill each other
B) thank god
C) experience pain
D) hatred
E) talk to each other",B,Адамдар күтпеген жақсы нәтиже болғанда не істеуі мүмкін?,"A) бір-бірін өлтіру
B) құдайға шүкір айту
C) ауырсыну сезіну
D) жек көру
E) бір-бірімен сөйлесу",B,B
a2cd03ed068f6d613e85f3a60f4db0a1,"The traveling business man was glad his credit card had perks, it offset the high prices for travel from a what?","A) car
B) theatre
C) airport
D) hotel
E) disneyland",C,"Іскер саяхатшы өзінің несие картасында артықшылықтар бар екеніне қуанды, бұл саяхаттың жоғары бағасын неден өтеді?","A) көлік
B) театр
C) әуежай
D) қонақүй
E) диснейленд",D,D
d6ff2d749494d89e9c7a53f587c519f4,"The couple explained they were having trouble communicating, it seemed every conversation took great what?","A) thinking
B) effort
C) laugh
D) force
E) medium",B,"Жұп олар қарым-қатынас жасауда қиындықтарға тап болғанын түсіндірді, әрбір әңгіме үлкен не талап ететіндей көрінді?","A) ойлау
B) күш
C) күлкі
D) мәжбүрлеу
E) орташа",B,B
ad769851a59375865607452d3bf2a45d,Why does someone want to examine thing closely?,"A) buy
B) learn about
C) buy
D) complex
E) interesting",B,Неліктен біреу нәрсені мұқият зерттегісі келеді?,"A) сатып алу
B) білу
C) сатып алу
D) күрделі
E) қызықты",B,B
20a3bb788cf408d9a3e25e610fe60905,In what kind of environment does an anemone live?,"A) nursery
B) south pacific
C) desert
D) sea water
E) atlantic ocean",D,Анемон қандай ортада өмір сүреді?,"A) бала-бақша
B) оңтүстік тынық мұхиты
C) шөл
D) теңіз суы
E) атлант мұхиты",D,D
9b4bbf3c4d24ecdb4b27320afb706808,Where would you find people standing in a line outside?,"A) bus depot
B) end of line
C) opera
D) neighbor's house
E) meeting",A,Сыртта кезекте тұрған адамдарды қайдан табуға болады?,"A) автобус депосы
B) кезектің соңы
C) опера
D) көршінің үйі
E) жиналыс",C,A
e89a2762d578cb7bc2cc0a5b2a16d933,What kind of feelings does buying presents for others create?,"A) tears
B) please
C) like
D) thank
E) make happy",E,Басқаларға сыйлық сатып алу қандай сезімдер тудырады?,"A) көз жасы
B) қуаныш
C) ұнату
D) алғыс айту
E) бақытты ету",B,B
6195ed74cf445cb5d991e1076a080dde,There was many a bottle to choose from behind the cashier where?,"A) grocery store
B) diaper bag
C) gas station
D) liquor store
E) medicine cabinet",D,Кассирдің артында қай жерде таңдау үшін көптеген бөтелкелер болды?,"A) азық-түлік дүкені
B) жөргек сөмкесі
C) жанармай құю станциясы
D) ішімдік дүкені
E) дәрі-дәрмек шкафы",D,D
f21ef67b31bd36a3174b6b4c7b4bbc7b,What does a kindergarten teacher do before nap time?,"A) lower expectations
B) encourage
C) fear
D) time test
E) tell story",E,Балабақша мұғалімі ұйқы уақыты алдында не істейді?,"A) күтілімдерді төмендету
B) жігерлендіру
C) қорқыту
D) уақытты тексеру
E) әңгіме айту",E,E
5496c7293f653120e5a5213db2d7b103,Where is beer drank by people watching sticks and pucks?,"A) bottle
B) refrigerator
C) hockey game
D) casino
E) bar",C,"Адамдар таяқтар мен шайбаларды қарап отырып, сыраны қайда ішеді?","A) бөтелке
B) тоңазытқыш
C) хоккей ойыны
D) казино
E) бар",C,C
f18833ace65a54709377134168b457a9,Where might the stapler be if I cannot find it?,"A) office building
B) office supply store
C) desk drawer
D) with dwight
E) desktop",C,"Егер мен степлерді таба алмасам, ол қайда болуы мүмкін?","A) кеңсе ғимараты
B) кеңсе жабдықтары дүкені
C) үстел тартпасы
D) дуайтпен бірге
E) үстел үсті",C,C
8becd2ee4e86258566a9c2b0e6d9544e,If you're going to a party in a new town what are you hoping to make?,"A) getting drunk
B) making new friends
C) new contacts
D) doing drugs
E) set home",B,"Егер сіз жаңа қаладағы кешке барсаңыз, не жасағыңыз келеді?","A) мас болу
B) жаңа достар табу
C) жаңа байланыстар орнату
D) есірткі қолдану
E) үйге оралу",B,B
43cec0fff43a976fade9112d02b66021,What green area is a marmot likely to be found in?,"A) countryside
B) great plains
C) encyclopedia
D) jungle
E) north america",A,Сусар қай жасыл аймақта болуы мүмкін?,"A) ауылдық жер
B) ұлы жазықтар
C) энциклопедия
D) джунгли
E) солтүстік америка",D,D
489a082aab43dd1a53f3f1f89c2365ed,Children's behavior is a direct reflection of their what?,"A) parents
B) old people
C) play ball
D) many adults
E) grown ups",A,Балалардың мінез-құлқы олардың нені тікелей көрсетеді?,"A) ата-аналары
B) қарт адамдар
C) доп ойнау
D) көптеген ересектер
E) ересектер",A,A
f0c4622a082eb9ad0690dd36dcf61297,What do geese do every fall in fields?,"A) guard house
B) fly
C) eat
D) follow ultralight airplane
E) group together",E,Қаздар әр күзде егістіктерде не істейді?,"A) үйді күзетеді
B) ұшады
C) жейді
D) жеңіл ұшақты қуады
E) топтасады",C,C
fee5f4e9d8e37f0183e36eb9b8dbcbb9,"Joan wants to cook a potato, where should she place it?","A) boiling water
B) paper bag
C) restaurants
D) underground
E) cupboard",A,"Джоан картоп пісіргісі келеді, оны қайда қою керек?","A) қайнаған су
B) қағаз қап
C) мейрамханалар
D) жер астында
E) шкаф",A,A
bbe0a1ad733e5699f991ff91b3712a6f,Why would you take a bus to work?,"A) commute
B) flying
C) get somewhere
D) travel
E) go home",A,Неліктен жұмысқа автобуспен барасыз?,"A) қатынау
B) ұшу
C) бір жерге жету
D) саяхаттау
E) үйге бару",A,A
1342c6aec9f5179d6ea6fa5fefbe5188,One of the potential hazards of attending school is what?,"A) cooties
B) get smart
C) boredom
D) colds and flu
E) taking tests",D,Мектепке барудың ықтимал қауіптерінің бірі не?,"A) бит
B) ақылды болу
C) зерігу
D) суық тию және тұмау
E) тест тапсыру",D,D
70701f5d1d62e58d5c74e2e303bb4065,What is someone doing if he or she is sitting quietly and his or her eyes are moving?,"A) reading
B) meditate
C) fall asleep
D) bunk
E) think",A,"Біреу тыныш отырып, көзі қозғалса, ол не істеп отыр?","A) оқу
B) медитация жасау
C) ұйықтап кету
D) жасыру
E) ойлану",A,A
3b4dcfcab4726496bdbe9535cc669082,"He has lactose intolerant, but was eating dinner made of cheese, what followed for him?","A) digestive
B) feel better
C) sleepiness
D) indigestion
E) illness",D,"Оның лактозаға төзімсіздігі бар, бірақ ірімшіктен жасалған кешкі асты жеді, оған не болды?","A) ас қорыту
B) өзін жақсы сезіну
C) ұйқышылдық
D) асқазанның бұзылуы
E) ауру",D,D
8b25332de2894ab38784235838d38cec,"If the president wanted to ban snakes, where would he issue such a decree?","A) street
B) tropical forest
C) garden of eden
D) new mexico
E) white house",E,"Егер президент жыландарды тыйым салғысы келсе, ол мұндай жарлықты қайда шығарар еді?","A) көше
B) тропикалық орман
C) жұмақ бағы
D) жаңа мексика
E) ақ үй",E,E
335b51bd3a8ada014bbe6754dcbd425f,Where are there likely to be a variety of flats to choose from?,"A) london
B) apartment building
C) city
D) falling down
E) town",C,Таңдау үшін әртүрлі пәтерлер қай жерде болуы мүмкін?,"A) лондон
B) пәтер үйі
C) қала
D) құлап жатқан
E) қала/қалашық",B,E
38e61d4be0da46b3cbbd76dc20bce677,Mandy lived in a train station.  She longed to see distant places. Where might she imagine going?,"A) downtown area
B) centre of town
C) bedroom
D) europe
E) big city",D,Мэнди теміржол станциясында тұрды. Ол алыс жерлерді көргісі келді. Ол қайда баруды елестетуі мүмкін?,"A) қаланың орталығы
B) қаланың ортасы
C) жатын бөлме
D) еуропа
E) үлкен қала",D,D
5393ba1ce298bd1ac4744c07d7373a9c,"When you get an F, you fail. If you get A's you are?","A) passed
B) completing
C) passed
D) passing
E) succeeding",D,"Егер сіз F алсаңыз, сіз құлайсыз. Егер сіз A алсаңыз, сіз?","A) өтті
B) аяқтау
C) өтті
D) өту
E) жетістікке жету",A,A
061f326d2a87a10da6316b55bd5522bd,John bought a new water hose.  But he found his old one near his car.  Where did he find the old one?,"A) garden shed
B) hardware store
C) greenhouse
D) garage
E) in a van",D,Джон жаңа су шлангысын сатып алды. Бірақ ол ескі шлангысын көлігінің жанынан тапты. Ол ескі шлангысын қайдан тапты?,"A) бақша сарайы
B) құрылыс дүкені
C) жылыжай
D) гараж
E) фургонның ішінде",D,D
0c1efb38e023ee9725486fbec4f2d797,"He looked at the field of pumps, all slowing churning oil out of the what?","A) manual
B) street
C) restaurant
D) ground
E) service station",D,"Ол мұнайды баяу шығарып жатқан сорғылар алаңына қарады, барлығы неден?","A) нұсқаулық
B) көше
C) мейрамхана
D) жер
E) қызмет көрсету станциясы",D,D
c036ce033bc429ac1aba0a6ac8d057e1,"Something had the nerve to break into the garbage last night, what did it?","A) eyes
B) animal
C) fingertips
D) brainstem
E) human body",B,"Бір нәрсе өткен түні қоқысқа кіріп кетті, ол не болды?","A) көздер
B) жануар
C) саусақ ұштары
D) ми сабауы
E) адам денесі",B,B
3a6140e475cbbd3ee1da5ba9a6953597_1,Where would you expect to find a dictionary along side other writings you can borrow?,"A) classroom
B) shelf
C) explain meaning of words
D) table
E) library",E,Сіз сөздікті басқа қарызға алуға болатын жазбалармен қайдан табасыз деп ойлайсыз?,"A) сынып
B) сөре
C) сөздердің мағынасын түсіндіру
D) үстел
E) кітапхана",E,E
c5ad166ab5c5f5f067aa02b20f482523,"Of all the sports, Billy enjoys football, but what does his concerned mother think of the sport?","A) very entertaining
B) fun
C) slow
D) competitive
E) violent",E,"Барлық спорт түрлерінің ішінен Билли футболды ұнатады, бірақ оның алаңдаулы анасы бұл спорт түрі туралы не ойлайды?","A) өте қызықты
B) көңілді
C) баяу
D) бәсекеге қабілетті
E) зорлықшыл",E,E
9d97e2bb458d93a8bafe4380b08727e3,Where is there a telephone book in almost every room?,"A) at hotel
B) house
C) library
D) bedsit
E) closet",A,Дерлік әр бөлмеде телефон кітапшасы қайда бар?,"A) қонақүйде
B) үйде
C) кітапханада
D) жатақханада
E) шкаф ішінде",A,A
7b7941b883328ad39048d4dfb1eb5623,Sally thought that competing wasn't worth the risk. If she pushed more what might happen?,"A) pressure
B) trying harder
C) put harder
D) enemies
E) death",E,"Салли жарысқа қатысу тәуекелге тұрмайды деп ойлады. Егер ол көбірек күш салса, не болуы мүмкін?","A) қысым
B) көбірек тырысу
C) қаттырақ қою
D) жаулар
E) өлім",B,B
63db79b940f36f0333377f85c19eacb2,"I listened to lecture intensely, what is my goal?","A) gain confidence
B) concentrate
C) get attention
D) pay attention
E) stop talking",B,"Мен дәрісті мұқият тыңдадым, менің мақсатым қандай?","A) сенімділікті арттыру
B) назар аудару
C) назар аударту
D) зейін қою
E) сөйлеуді тоқтату",D,D
dbcedaa6a6f1f68bc8f2bf7aef23294e,What do people feel after having sex that requires them to shower?,"A) bedroom
B) pleasant
C) obesity
D) painful
E) dirty",E,"Адамдар жыныстық қатынастан кейін не сезінеді, оларды душ қабылдауға мәжбүрлейтін?","A) жатын бөлме
B) жағымды
C) семіздік
D) ауырсыну
E) лас",E,E
fb54a118d46b2776e435d411ae3dd9c8,What happens when you go somewhere and forget something at home?,"A) arriving
B) arrive there
C) turn around
D) go back
E) fart",D,"Бір жерге барып, үйде бірдеңе ұмытып кеткенде не болады?","A) келу
B) сол жерге жету
C) кері бұрылу
D) қайтып бару
E) пысқырту",D,D
cce13a32fedb997c017d3fac87c34912,How might releasing energy that has built up feel?,"A) damage
B) wonderful
C) exhaustion
D) orgasm
E) lazy",B,Жиналған энергияны босату қандай сезім тудыруы мүмкін?,"A) зиян
B) керемет
C) шаршау
D) оргазм
E) жалқау",D,D
113aaea2b1a27a976547f54e531d99bb,Where is a doormat likely to be in front of?,"A) facade
B) front door
C) doorway
D) entrance porch
E) hallway",B,Есіктің алдына төсеніш қай жерде болуы мүмкін?,"A) фасад
B) алдыңғы есік
C) есік аузы
D) кіреберіс айван
E) дәліз",C,C
bdcfbe2132295d437e4c5701085f19c0,If you are prone to postpone work what will you have to do in order to finish on time?,"A) eat
B) hasten
C) antedate
D) bring forward
E) advance",B,"Егер сіз жұмысты кейінге қалдыруға бейім болсаңыз, уақытында аяқтау үшін не істеуіңіз керек?","A) жеу
B) асығу
C) алдын ала белгілеу
D) алға жылжыту
E) ілгерілеу",C,C
ea6d1a739ea841be282e13789270651e,What makes someone a nomad?,"A) unpleasant things
B) hangnail
C) have no home
D) have no car
E) schizophrenia",C,Біреуді көшпенді ететін не?,"A) жағымсыз нәрселер
B) тырнақтың жарылуы
C) үйдің болмауы
D) көліктің болмауы
E) шизофрения",C,C
79c3378b7660d328902d7c0ad442a37f,What did the policemen do when they heard a cry from a distance?,"A) run away
B) hurry along
C) fine motorists
D) direct traffic
E) help",E,Полицейлер алыстан айқай естігенде не істеді?,"A) қашып кетті
B) асықты
C) жүргізушілерге айыппұл салды
D) қозғалысты реттеді
E) көмектесті",B,B
af836abc58e0daf36df1d8d6830b70c5,What does someone typically feel when applying for a job?,"A) horror
B) anxiety and fear
C) rejection
D) increased workload
E) being employed",B,Біреу жұмысқа орналасуға өтініш бергенде әдетте не сезінеді?,"A) қорқыныш
B) мазасыздық пен үрей
C) бас тарту
D) жұмыс жүктемесінің артуы
E) жұмысқа орналасу",B,B
3ed6391c539e6daa5b5fdb1b6d5d8ace,What does every person want?,"A) life partner
B) larger house
C) second chances
D) money
E) headache",A,Әр адам не қалайды?,"A) өмірлік серіктес
B) үлкен үй
C) екінші мүмкіндік
D) ақша
E) бас ауруы",D,A
6bd176cc91a2a2088807ec446c008856,where is a good place to obtain new soap?,"A) supermarket
B) washing
C) cabinet
D) own home
E) sink",A,жаңа сабын алу үшін жақсы орын қайда?,"A) супермаркет
B) жуу
C) шкаф
D) өз үйі
E) раковина",A,A
e68fb2448fd74e402aae9982aa76e527,Where are  you likely to find a hamburger?,"A) fast food restaurant
B) pizza
C) ground up dead cows
D) mouth
E) cow carcus",A,Сіз гамбургерді қайдан таба аласыз?,"A) тез тамақтану мейрамханасы
B) пицца
C) өлген сиырлардың еті
D) ауыз
E) сиырдың өлігі",A,A
4779be55f47a301debfc472e4fc2c7b6,What are you using if there are speakers strapped on your ears?,"A) take it all in
B) headphones
C) desktop
D) conference
E) concert",B,"Құлағыңызға динамиктер байланған болса, сіз не қолданасыз?","A) бәрін қабылдау
B) құлаққап
C) үстел үсті компьютер
D) конференция
E) концерт",B,B
420641003ba20b966887dfac684efb17,"If you spend a long time shopping in uncomfortable shoes, you might develop what?","A) tiredness
B) calluses
C) bankruptcy
D) standing in line
E) sleepyness",B,"Егер сіз ыңғайсыз аяқ киіммен ұзақ уақыт сауда жасасаңыз, не дамуы мүмкін?","A) шаршау
B) мүйізгек
C) банкроттық
D) кезекте тұру
E) ұйқышылдық",B,B
bd47827418d5b8d7fb3502a398644435,"The hostess greeted the employees to the program, she then led them to their what?","A) group people
B) welcome guests
C) occupations
D) work room
E) seat customer",D,"Жүргізуші қызметкерлерді бағдарламаға қарсы алды, содан кейін оларды қайда апарды?","A) топ адам
B) қонақтарды қарсы алу
C) кәсіптер
D) жұмыс бөлмесі
E) орындық клиент",D,D
bbcef409e0acb71b515acc144d5b402c_1,Where would you get jeans and other wearable items to take home with you?,"A) shopping mall
B) museum
C) laundromat
D) clothing store
E) bedroom",D,Сіз джинсы мен басқа да киюге болатын заттарды үйге қай жерден алып кетер едіңіз?,"A) сауда орталығы
B) мұражай
C) кір жуатын орын
D) киім дүкені
E) жатын бөлме",D,D
78276a4eab6e8d6b9ae3749211816977,"Sean was a wreck.  He  loved to build houses, but in his current state, he couldn't do what?","A) stand up
B) produce
C) construct
D) make
E) build",C,"Шон қирап қалды. Ол үйлер салуды жақсы көретін, бірақ қазіргі күйінде не істей алмады?","A) тұру
B) өндіру
C) құрастыру
D) жасау
E) салу",E,E
d6c002d46d9bfa466637cec4a134f332,How many hours are in a day?,"A) week
B) bright
C) night
D) twenty four
E) year",D,Бір тәулікте неше сағат бар?,"A) апта
B) жарық
C) түн
D) жиырма төрт
E) жыл",D,D
3d1a67f87b34303f97549ba83e5521c2,"The terrace had Kanji written on it, indicating that it was made where?","A) japan
B) rice paddy
C) garden
D) michigan
E) italy",A,"Террасаның үстінде канжи жазуы бар еді, бұл оның қай жерде жасалғанын көрсетеді?","A) жапония
B) күріш алқабы
C) бақша
D) мичиган
E) италия",A,A
2c9f4a98ce774cd734b6e384d95051a7,"They children loved having a back yard, and the parents loved that it was a safe what?","A) suburb
B) neighborhood
C) back of house
D) roundabout
E) property",B,"Балалар артқы аулада болғанды жақсы көрді, ал ата-аналар оның қауіпсіз екенін жақсы көрді, ол не?","A) қала маңы
B) көршілестік
C) үйдің артқы жағы
D) айналма жол
E) мүлік",C,C
3d9c3253e24fb108cea9083e8a853cf2,"Bill wanted to pick up a stranger, preferably a responsible one with kids.  Where might he look for one?","A) bus station
B) paradise
C) train station
D) park
E) sea",D,"Билл бейтаныс адамды, мүмкіндігінше балалары бар жауапты адамды тапқысы келді. Ол қай жерден іздеуі мүмкін?","A) автобус станциясы
B) жұмақ
C) теміржол станциясы
D) саябақ
E) теңіз",D,D
668dc6bce771b10cbf6336f3ec76520a,Why do people play chess on the weekends?,"A) satisfaction
B) have fun
C) thrilling
D) made
E) smart",B,Адамдар неге демалыс күндері шахмат ойнайды?,"A) қанағаттану
B) көңіл көтеру
C) қызықты
D) жасалған
E) ақылды",B,B
52ab95f9216f1994e37cc08f7f258f13,What happens when driving?,"A) lack of fuel
B) paint scratching
C) wheels turning
D) tire wear
E) traffic accident",C,Көлік жүргізгенде не болады?,"A) жанармайдың жетіспеуі
B) бояудың сызылуы
C) дөңгелектердің айналуы
D) шиналардың тозуы
E) жол-көлік оқиғасы",C,C
b9b82aa4c236cd342ff95455b8516a42,Sitting down quickly after eating beans could lead to what?,"A) flatulence
B) happiness
C) laziness
D) fall asleep
E) comfort",A,Бұршақ жегеннен кейін тез отыру неге әкелуі мүмкін?,"A) жел шығару
B) бақыт
C) жалқаулық
D) ұйықтап қалу
E) жайлылық",A,A
a4892551cb4beb279653ae52d0de4c89,What island country is ferret popular?,"A) own home
B) north carolina
C) great britain
D) hutch
E) outdoors",C,Қай арал елінде феррет танымал?,"A) өз үйі
B) солтүстік каролина
C) ұлыбритания
D) тор
E) ашық ауада",C,C
e1f90cd664a6b150291e6d8444d85c54,I did not need a servant.  I was not a what?,"A) freedom
B) rich person
C) hired help
D) in charge
E) busy",B,Маған қызметші қажет болмады. Мен не болмадым?,"A) еркіндік
B) бай адам
C) жалдамалы көмекші
D) жауапты
E) бос емес",B,B
15b090801256085ad465e74af47cbee9,Why are dogs often known as man's best friend?,"A) aggressive
B) friendly
C) very loyal
D) found outside
E) very smart",C,Иттер неге көбінесе адамның ең жақын досы деп аталады?,"A) агрессивті
B) достық
C) өте адал
D) сыртта табылған
E) өте ақылды",C,C
28357ebf85f8bb82b6a3210c4397e0aa,Where would you put a plate immediately after eating from it?,"A) kitchen cupboard
B) floor
C) table
D) dishwasher
E) flea market",D,Тарелкеден жегеннен кейін оны қайда қоясыз?,"A) ас үй шкафы
B) еден
C) үстел
D) ыдыс жуғыш машина
E) базар",D,D
e18dd9ffc7b7934c39f2b5e9dee5a8c2,"The person wasn't bothered by the weather, she had remembered to bring her what?","A) read book
B) own house
C) apartment
D) more rice
E) warm coat",E,"Адамды ауа райы мазаламады, ол өзімен не әкелуді есіне алды?","A) оқылған кітап
B) өз үйі
C) пәтер
D) көбірек күріш
E) жылы пальто",E,E
27c523eb9099d2eec66296558eb4448e,"The child didn't know the problems his mother was going through, all he had was what for her?","A) care
B) balloon
C) loved
D) become adult
E) learn",C,"Бала анасының қандай қиындықтарға тап болғанын білмеді, ол үшін не болды?","A) қамқорлық
B) шар
C) сүйікті
D) ересек болу
E) үйрену",D,D
f794e376672c98ac25d8f70506a26e68,Where can you find a dogs house?,"A) found outside
B) faithful
C) frightening
D) cold
E) four legs",A,Иттің үйін қайдан табуға болады?,"A) сыртта табылды
B) адал
C) қорқынышты
D) суық
E) төрт аяқ",A,A
83c25b9a5db5f9b3fd1ff6c7453d23d0,What does a gambler do that causes him or her to be unhappy?,"A) play cards
B) double winnings
C) lose money
D) play poker
E) to win the prize",C,Ойыншыны бақытсыз ететін не нәрсе?,"A) карта ойнау
B) ұтысты екі есе көбейту
C) ақшаны жоғалту
D) покер ойнау
E) жүлдені ұту",C,C
2ec7f8fe7948f9997e73f9bff7ba6e05,What do most companies not want to have relative to demand?,"A) oversupply
B) plentitude
C) stockpile
D) superabundance
E) busy",A,Көптеген компаниялар сұранысқа қатысты нені қаламайды?,"A) артық ұсыныс
B) молшылық
C) қор жинау
D) аса молшылық
E) бос емес",A,A
52f3eb6c9a6b9671050fc769d465ed03,How are the conditions for someone who is living in a homeless shelter?,"A) sometimes bad
B) happy
C) respiration
D) growing older
E) death",A,Үйсіздерге арналған баспанада тұратын адамның жағдайы қандай?,"A) кейде жаман
B) бақытты
C) тыныс алу
D) қартаю
E) өлім",A,A
b9e04a53c0ee7325b901de4d12d56884,Where do you keep musical instrument so it doesn't get scratched?,"A) bank
B) orchestra
C) case
D) music room
E) movie",C,Музыкалық аспапты сызылып қалмауы үшін қайда сақтайсыз?,"A) банк
B) оркестр
C) қап
D) музыка бөлмесі
E) кино",C,C
d07f149d8d953dcc45dda432194c375e,"Stark was just having fun, and he wasn't hurting anyone.  What might have he been doing?","A) painting his nails
B) playing marbles
C) constructing
D) need for rest
E) wild ride",B,"Старк жай ғана көңіл көтеріп жүрді, және ол ешкімге зиян тигізіп жатқан жоқ. Ол не істеп жатқан болуы мүмкін?","A) тырнақтарын бояу
B) асық ойнау
C) құрастыру
D) демалуға қажеттілік
E) жабайы серуендеу",B,B
761b0f6c68b1540949b70f76a9e67c78,If someone rules the universe of what are they in charge?,"A) classroom
B) football game
C) everything
D) text book
E) lawbook",C,"Егер біреу ғаламды билесе, олар неге жауапты?","A) сынып
B) футбол ойыны
C) бәрі
D) оқулық
E) заң кітабы",C,C
e1d354cbfcd620e5dacf83c17746c4b3,Joe found spiders while checking something outside.  What might that be?,"A) cupboard
B) closet
C) storage bag
D) mail box
E) garage",D,Джо сыртта бірдеңені тексеріп жатқанда өрмекшілерді тапты. Бұл не болуы мүмкін?,"A) шкаф
B) киім ілгіш
C) сақтау сөмкесі
D) пошта жәшігі
E) гараж",E,E
cc46d936bf69d69a3863b0cb85d75c17,He was beginning to regret taking the fight when he saw how what his opponent was?,"A) fun
B) joy
C) satisfaction
D) confident
E) pride",D,"Қарсыласының қандай екенін көргенде, ол төбелеске қатысқанына өкінуді бастады?","A) көңілді
B) қуаныш
C) қанағат
D) сенімді
E) мақтаныш",D,D
46bc1a50eeead10509a43a048e01194e,Where would you find a single shower curtain being used?,"A) bathtub
B) washing area
C) hotel
D) shower stall
E) department store",A,Бір душ пердесі қай жерде қолданылады?,"A) ванна
B) жуу аймағы
C) қонақ үй
D) душ кабинасы
E) әмбебап дүкен",D,D
64931f9097155672bfe3e16f03b2c195,"Pens, computers, text books and paper clips can all be found where?","A) desktop
B) university
C) drawer
D) table
E) work",B,"Қаламдар, компьютерлер, оқулықтар және қағаз қыстырғыштар қайда табылуы мүмкін?","A) үстел үсті
B) университет
C) тартпа
D) үстел
E) жұмыс",C,D
9a23a7f04e63bf9f4c7dfe50c58abfd2,"After standing up I had to sit right back down, why would I feel like this?","A) train
B) effort
C) balance
D) feet
E) muscles",C,"Орнымнан тұрғаннан кейін қайтадан отыруға тура келді, неге мен өзімді осылай сезінемін?","A) пойыз
B) күш
C) тепе-теңдік
D) аяқтар
E) бұлшықеттер",E,C
d807e7ae60976324920c8d29eb42dad6,Where does a heifer's master live?,"A) farm house
B) barnyard
C) stockyard
D) slaughter house
E) eat cake",A,Қашардың иесі қайда тұрады?,"A) ферма үйі
B) қора
C) мал қорасы
D) сою үйі
E) торт жеу",A,A
a7e3de0719fe30e7048f67426e29fdd1,James tore the antenna off of his boat due to bad reception as he was crossing the channel from France.  Where was he going?,"A) river
B) television
C) india
D) england
E) europe",D,Джеймс Франциядан арна арқылы өтіп бара жатқанда нашар қабылдау салдарынан қайығынан антеннаны жұлып алды. Ол қайда бара жатыр еді?,"A) өзен
B) теледидар
C) Үндістан
D) Англия
E) Еуропа",D,D
c6f10fd07348bf2cf5488b0d9f38d806,"Some people got escorted out of the library, they were probably what?","A) state facts
B) talking loudly
C) making money
D) amount to nothing
E) believe in god",B,"Кейбір адамдар кітапханадан шығарып салынды, олар, мүмкін, не істеді?","A) фактілерді айту
B) қатты сөйлеу
C) ақша табу
D) ештеңеге тұрмау
E) құдайға сену",B,B
4858669d0193e5d9384dc37d4bb5c00c,Where do play a game for money?,"A) casino
B) football ground
C) ballpark
D) family room
E) toy store",A,Ақшаға ойын қайда ойнайды?,"A) казино
B) футбол алаңы
C) бейсбол алаңы
D) отбасы бөлмесі
E) ойыншық дүкені",A,A
4423c006f2a43f222d4c4e97360c25d3,"The fresh herbs, flowers, and vegetables will shrivel up if people don't do this?","A) water plants
B) believe in god
C) drive to the nearest pool
D) speaking english
E) raise children",A,"Адамдар мұны жасамаса, жаңа піскен шөптер, гүлдер және көкөністер қурап қалады?","A) өсімдіктерді суару
B) құдайға сену
C) ең жақын бассейнге бару
D) ағылшын тілінде сөйлеу
E) балаларды тәрбиелеу",A,A
