review,sentiment,review_kz,predicted_kz
"An American Werewolf in London had some funny parts, but this one isn't so good. The computer werewolves are just awful: the perspective is all off, it's like seeing them through a distorting mirror. The writers step on the throat of many of their gags. American boy says to Parisian girl, ""Is there a cafe' around here?"" Instead of just leaving it at that, they have to have the girl sigh and respond, ""This is Paris.""",negative,"«Лондонда болған американдық қасқыр» фильмінде күлкілі сәттер болды, бірақ бұл фильм онша жақсы емес. Компьютерлік қасқырлар мүлде нашар: перспектива мүлде бұзылған, оларды бұрмаланған айна арқылы көріп тұрғандай әсер береді. Сценаристер өздерінің көптеген әзілдерін өздері тұншықтырады. Америкалық бала Париждік қызға: «Мұнда кафеге баруға бола ма?» дейді. Оны сол күйінде қалдырып қоймай, қыз өкпелеп: «Бұл Париж» деп жауап береді.",negative
"Originally I was a Tenacious D fan of their first album and naturally listened to a few tracks off The P.O.D. and was rather disappointed. After watching the movie, my view was changed. The movie is pretty funny from beginning to the end and found my self engaged in it even though it was really was a stupid storyline because of the attitudes that KG and Jaybles portray in the movie. <br /><br />Much more entertaining and enjoyable than movies I have seen in the theaters lately. ex. Saw III (dull and dragging), Casino Royale (way to homo-erotic) which in prior installments I have really enjoyed <br /><br />If you enjoyed Borat, you will enjoy the tale of The Greatest Band on Earth",positive,"Бастапқыда мен Tenacious D тобының алғашқы альбомының жанкүйері едім және табиғи түрде The P.O.D. тобының бірнеше трегін тыңдадым, бірақ көңілім қалды. Фильмді көргеннен кейін көзқарасым өзгерді. Фильм басынан аяғына дейін өте күлкілі болды және мен өзімді оған тартып алдым, тіпті сюжеті өте ақымақша болса да, KG мен Jaybles фильмде көрсеткен мінез-құлықтары әсер етті. Жақында кинотеатрда көрген фильмдерге қарағанда әлдеқайда көңілді әрі қызықты болды. Мысалы, Saw III (жалықтыратын және созбалы), Casino Royale (өте гомоэротикалық), ал бұған дейінгі бөлімдерін шынымен ұнататынмын. Егер сіз Borat фильмін ұнатсаңыз, The Greatest Band on Earth туралы әңгімені де ұнатасыз.",positive
"This is just one more of those hideous films that you find on Lifetime TV which portray the abhorrent behavior of some disgusting woman in an empathetic manner. Along with other such nasty films as ""The Burning Bed,"" ""Enough,"" or ""Monster,"" this film takes a disgusting criminal and attempts to show the viewer why she's not such a bad person after all. Give us a break! Here's my question to the filmmakers: If LeTourneau were a man, and Vili were a 12 year old girl, would you have made a picture sympathizing and empathizing with this person? Answer: Hell no.<br /><br />Imagine switching the genders in this film, and then you'll see just why myself and others here consider this a worthless piece of garbage. Were the genders switched, there would be no attempt to empathize with the criminal. Instead, we'd likely be treated to a portrayal of a monstrous and hideous man preying upon a young girl, his lascivious behavior landing him in prison, and his brainwashed victim suffering from Stockholm Syndrome. The only reason LeTourneau does not receive the same treatment in this film is by virtue of her sex.<br /><br />Let's call a spade a spade. LeTourneau is a pedophile. Plain and simple. No ifs, ands or buts. She's a criminal who belongs in prison, and deserves our derision and contempt, but certainly not our pity or empathy.",negative,"Бұл Lifetime TV арнасында көрсетілетін, кейбір жек көрінішті әйелдердің жаман әрекеттерін мейірімділікпен суреттейтін тағы бір жаман фильмдердің бірі ғана. ""The Burning Bed"", ""Enough"" немесе ""Monster"" сияқты басқа да осындай жағымсыз фильмдермен бірге, бұл фильм жек көрінетін қылмыскерді алып, көрерменге оның соншалықты жаман адам еместігін көрсетуге тырысады. Бізге сенің! Міне, режиссерлерге сұрағым: Егер Летурно ер адам болса, ал Вили 12 жастағы қыз бала болса, сіз бұл адамға жанашырлық пен түсіністікпен қарайтын фильм жасар ма едіңіз? Жауап: Әрине, жоқ.<br /><br />Фильмдегі жыныстарды ауыстырғаныңызды елестетіңіз, сонда мен және басқалар бұл фильмді неге құнсыз қоқыс деп санайтынымызды түсінесіз. Егер жыныстар ауыстырылса, қылмыскерге жанашырлық білдіруге тырыспас едік. Оның орнына, жас қызға шабуыл жасайтын сұмдық әрі жек көрінетін ер адамды көрсететін болар едік, оның жыныстық қатынасы үшін түрмеге қамалуы және миы жууға ұшыраған құрбанының Стокгольм синдромымен ауыруы туралы болар еді. Летурноға бұл фильмде осындай қарым-қатынас жасалмауының жалғыз себебі оның жынысы.<br /><br />Ашық айтайық. Летурно педофил. Таза және қарапайым. Ешқандай егер, бірақ жоқ. Ол түрмеде болуы тиіс қылмыскер, және оған біздің мазақ пен жек көруіміз керек, бірақ ешқашан жанашырлық немесе түсіністік емес.",negative
"The premise of this movie was decent enough, but with sub par acting, it was just bland and dull.<br /><br />SPOILERS The film does not work because of the nature of the death, it was accidental, so although it was a murder it wasn't like the guy set out to do it. Also through some flashbacks there is a secret that is revealed that sort of makes the events like justice to a degree. There is no emotion in this film. The first 20 minutes or so is just this woman calling her sister, and hearing her message. It was dull and boring.<br /><br />With some polishing, and better acting it could have been pretty good.",negative,"Бұл фильмнің идеясы жаман емес еді, бірақ актерлік шеберліктің төмендігі салдарынан ол жай ғана ұсқынсыз және қызықсыз болды. СПОЙЛЕРЛЕР Фильмнің жұмыс істемеу себебі өлімнің табиғатында жатыр, ол кездейсоқ болды, сондықтан бұл кісі өлтіру болса да, адам оны алдын ала жоспарламаған. Сонымен қатар, бірнеше флэшбэктер арқылы оқиғаларға белгілі бір дәрежеде әділдік беретін құпия ашылады. Фильмде ешқандай эмоция жоқ. Алғашқы 20 минут шамасында әйел өзінің әпкесіне қоңырау шалып, оның дауыстық хабарламасын тыңдайды. Бұл өте ұсқынсыз және жалықтыратын болды. Егер аздап өңделіп, актерлік шеберлік жақсарса, фильм жақсы болар еді.",negative
"The Lives of the Saints starts off with an atmospheric vision of London as a bustling city of busy, quaint streets and sunshine. I was hoping it would maintain this atmosphere, but it gets bogged down in a story that goes pretty much nowhere.<br /><br />Othello works for big, fat Mr. Karva, his crime-boss step-dad (at least I think that is what he is supposed to be because it's never really defined, but he does drop kittens into deep fat friers, so trust me, he's a prick) doing scrappy little errands while his skanky girlfriend gives daddy hand-jobs. One of his colleagues is Runner, a black dude who is always dashing from A to B. Until the day he comes across almost mute homeless child who grants him his wish of being able to stop running. Runner dumps the lost boy in Othello's flat, where he promptly starts granting more wishes. Keen to have some of his own desires fulfilled, Karva has the boy kidnapped. But he isn't sure of what would really bring him happiness. Is it the innocence of being a child again or is it another hand-job? Either way, I don't want to see the little boy grant him the second.<br /><br />It just takes ages to get going and there are loads of repetitive scenes. The ending tries to be shocking but since there's hardly any back-story on investment in any of these characters it only serves as a release for the bored audience.<br /><br />Writer Tony Grisoni, a favourite of Terry Gilliam, tries to blend in some kind of religious allegory which ends up being pretentious as all hell, ironically. If he gave us something more accessible or at least had better explanations for the characters suddenly acting all weird then it would have been a more enjoyable film. As it is, we are introduced to a bunch of annoying loudmouths who then miraculously seem to develop intelligence when confronted by the mysterious boy. Who's origins are never revealed. That's just plain irritating! <br /><br />Aside from sporadic moments of atmosphere and a moody score, this film has little to recommend.",negative,"«Қасиеттілердің өмірі» Лондонның шулы, тартымды көшелері мен күн сәулесімен толы атмосфералық көрініспен басталады. Мен бұл атмосфера сақталады деп үміттендім, бірақ оқиға негізінен ешқайда апармайтын баяу дамиды. Отелло үлкен, семіз Карва мырза үшін жұмыс істейді, ол оның қылмыстық басшысы әрі әке тәрізді адамы (кем дегенде мен солай ойлаймын, өйткені бұл нақты анықталмаған, бірақ ол мысықшаларды терең майға салады, сондықтан сеніңіз, ол қатал адам). Отелло шағын тапсырмаларды орындайды, ал оның лас сүйіктісі әкесіне қолмен қызмет көрсетеді. Оның әріптестерінің бірі — Раннер, үнемі бір жерден екінші жерге жүгіріп жүретін қара нәсілді жігіт. Бір күні ол сөзсіз жетім баланы кездестіреді, ол оған жүгірмей тұру тілегін береді. Раннер жоғалған баланы Отеллоның пәтеріне тастап кетеді, онда бала тағы да тілектерді орындай бастайды. Өз тілектерін орындағысы келген Карва баланы ұрлатып алады. Бірақ ол шын мәнінде не нәрсе оны бақытты ететінін білмейді. Бұл қайтадан балалықтың кінәсіздігі ме, әлде тағы бір қолмен қызмет көрсету ме? Қалай болғанда да, мен баланың екіншісін орындағанын көргім келмейді. Фильмнің басталуы өте баяу, қайталанатын көріністер көп. Соңы таңқаларлық болуға тырысады, бірақ кейіпкерлердің ешқайсысына қатысты артқы тарихтың жоқтығынан бұл тек көрерменді жалықтырудан басқа ештеңе емес. Жазушы Тони Гризони, Терри Гиллиамның сүйіктісі, діни аллегорияны қосуға тырысады, бірақ ол тым пысық әрі ұялшақ көрінеді. Егер ол бізге қолжетімді нәрсе берсе немесе кейіпкерлердің кенеттен оғаш әрекет етуіне жақсы түсініктеме берсе, фильм әлдеқайда қызықты болар еді. Қазіргі жағдайда біз шуақты, ашық сөйлейтін адамдарды көреміз, олар жұмбақ балаға тап болғанда кенет ақылданып кетеді. Оның шығу тегі ешқашан ашылмайды. Бұл тіпті ашуландырады! Атмосфералық сәттер мен көңілсіз музыкадан басқа, бұл фильмде ұсынатын көп нәрсе жоқ.",negative
"I can't emphasize it enough, do *NOT* get this movie for the kids.<br /><br />For that matter, you'd best spare the adults from it as well.<br /><br />All right, perhaps I'm overexaggerating a little. This isn't the worst kids' movie... no, let me rephrase that. This isn't the worst movie made by dissilusioned adults FOR dissilusioned adults and somehow marketed towards kids (that would be ""Jack"", which I've been meaning to review / gut like a fish).<br /><br />Adults won't learn anything surprising (well, if you must, fast-forward to just before the end credits for a Educational Bit about an Interesting Cosmic Phenominon). We don't usually end up doing as adults what we wanted to do as kids as reality tends to get in the way. Well, duh, I could have told you that (so can four years of college at an art school, but I degress).<br /><br />I have no idea what the heck kids could possibly get out of this movie. Most likely it will only upset them (we get to watch the moment when Russ was traumatized at eight years old). There's a better movie, ""Kiki's Delivery Service"", that has essentially the same message but handles it litely instead of drilling it into your head. And the adults will like it too!<br /><br />By the way, there is a moment in the movie made with amature MST3K-ers in mind, if they think of that OTHER Bruce Willis movie with a sad little kid in it.",negative,"Мен бұл фильмді балаларға *ешқашан* көрсетпеу керектігін қатты баса айтқым келеді. Сонымен қатар, ересектерді де одан аулақ ұстағаныңыз жөн. Жарайды, бәлкім мен сәл асыра сілтеп отырмын. Бұл ең жаман балаларға арналған фильм емес... жоқ, дұрыс айтсам, бұл көңілі қалған ересектердің көңілі қалған ересектер үшін жасаған және қалай да болса балаларға арналған деп жарнамаланған ең жаман фильм емес (ол фильм – «Джек», оны мен қарап, талдағым келеді). Ересектер ешқандай таңқаларлық нәрсе үйренбейді (егер шынымен керек болса, соңғы титрлерге дейін жылдам өткізіп, қызықты ғарыштық құбылыс туралы білім беру бөлімін көріңіз). Біз әдетте ересек болғанда балалық шақтағы армандарымызды жүзеге асырмаймыз, себебі шындық кедергі болады. Әрине, мен бұл туралы айта аламын (арт мектептегі төрт жылдық оқу да сондай нәрсені үйретеді, бірақ мен тақырыптан ауытқып кеттім). Балалар бұл фильмнен не алуы мүмкін екенін түсінбеймін. Көптеген жағдайда олар тек ренжіп қалады (мысалы, сегіз жасында Растың травма алған сәтін көреміз). «Кикидің жеткізу қызметі» деген жақсы фильм бар, ол негізінен сол хабарды береді, бірақ оны жеңіл әрі көңілді түрде жеткізеді, басыңа құйып жібермейді. Ересектерге де ұнайды! Айтпақшы, фильмде MST3K-ның әуесқой жанкүйерлеріне арналған сәт бар, егер олар басқа бір Брус Уиллис фильмін, қайғылы кішкентай бала бар фильмді ойласа.",negative
"Is nothing else on TV? Are you really bored? Well, then watch Phat Beach. However, don't rent it and definitely DO NOT buy it. That would be a big mistake.<br /><br />I watched this on TV and found myself laughing at certain points. I did not laugh long and I did not laugh hard. However, there were subtle jokes and comments I laughed at. If you are looking for an extremely funny ""hood"" movie then watch Friday. If you are looking for a powerful emotional movie (something that this movie tries at..kind of) watch something like hoop dreams or Jason's Lyric. If you are lookin for some good black ""booty"" go watch a Dominique Simone porn flick, because the nudity in this movie is nearly non-existent. However, if you have nothing better to do and this is on cable, go ahead and watch it. You will be slightly amused.<br /><br />***3 out of 10***",negative,"Теледидарда басқа ештеңе жоқ па? Шынымен жалықтың ба? Онда «Phat Beach» фильмін көр. Дегенмен, оны жалға алма және ешқашан сатып алма. Бұл үлкен қате болар еді. Мен бұл фильмді теледидардан көрдім және кей жерлерінде күліп қалдым. Ұзақ немесе қатты күлген жоқпын. Дегенмен, нәзік әзілдер мен пікірлер болды, соларға күліп қойдым. Егер сен өте күлкілі «қалалық» фильм іздесең, «Friday» фильмін көр. Егер күшті эмоциялық фильм керек болса (осы фильмнің де тырысқан нәрсесі), мысалы, «Hoop Dreams» немесе «Jason’s Lyric» сияқты фильмдерді таңда. Егер жақсы қара нәсілді «booty» көргің келсе, Доминик Симонның порнофильмдерін қара, өйткені бұл фильмде жалаңаштық дерлік жоқ. Дегенмен, егер басқа істеуге ештеңең жоқ болса және бұл фильм кабельдік арнада көрсетілсе, көріп ал. Аздап көңіліңді көтереді. ***10-нан 3***",negative
"The Elegant Documentary -<br /><br />Don't watch this movie ... if you're an egotistical know-all student of physics. This much less than one percent (miniscule fraction) of the population may find that this show just tells them what they have already learned and already know.<br /><br />Do watch this movie! - If you're one of the massive majority of people that fall into the greater than 99% of the population that does not study or already have a sound knowledge of the theories of physics including Relativity, Quantum, String and M-theory.<br /><br />What a brilliantly architected documentary. Starting with some helpful historical background you will be lead step by elegant step into a Universe of pure magic - and dimensions beyond. I have always had a huge appreciation of Mathematics. This movie can easily give you an insight into what an exquisitely beautiful language mathematics is without making you feel like you're about to fail the grade.<br /><br />The show is repetitive at times as the original format was a mini-series split over three shows. It therefore makes sense to give us polite little reminders of the principles being presented. I found this immensely helpful as it kept reminding me of the multitude of questions and possible answers that make up this amazing tapestry of our very existence.<br /><br />We are all (and everything around us) is vibrational-energy with a natural tendency towards harmony. This movie may blow your mind - or at least help you realize that the universe is far far bigger than that which we see around us (even with the Hubble Telescope) and far far smaller than the protons and neutrons within the atoms we learned about in high-school. M-theory holds many magnificent magnitudes of 'possibility'.<br /><br />It just seemed so appropriate that all of this elegance should by it's very nature move (by admission by the many brilliant scientists presenting) out of the realm of Science and into the realm of Philisophy.<br /><br />You do not have to be religious at all to feel like this movie brought you one step closer to God.<br /><br />Bravo Brian Greene. Well done indeed.<br /><br />P.S. If you're interested in feeling even more comfortable and at home in your place in the Universe and would like some more insight into the 'possibilities' Quantum mechanics blended with Spirituality (of all things) can bring then I highly recommend that you also watch ""What the Bleep!? - Down the Rabbit Hole"". Yes I know they make a few silly mistakes by suggesting a Shaman may not be able to see a boat if he hasn't seen one before (my eyes process light reflections just fine - I see things everyday that I've never seen before) and brain cells are cells in the body that actually don't divide. But if you can get over these little hurdles and put down the things you don't like and hang on to those that you do - there is a lot to like about this film.<br /><br />Then watch ""The Secret"" (2006 documentary about The Law of Attraction - search for IMDb title ""tt0846789""). This information just might change your life profoundly - forever. If you search deeper you might even find the Universe is talking to us with thought (if you'll listen) - and some are - and that is truly incredible. There is a modern day Jesus/Mohammad/Buddha (those, among others, that history suggests have communicated with the non-physical) alive today and she lives in Texas. I know some of you know what I'm talking about.<br /><br />I do not consider myself religious by any traditional definition but I have never felt more at home or as comfortable in the Universe as I do now.",positive,"Талғампаз деректі фильм - Бұл фильмді көрмеңіз... егер сіз өзіңізді бәрін білетін, физиканың барлық теорияларын меңгерген, өзімшіл студент деп есептесеңіз. Халықтың бір пайызынан да аз бөлігі ғана бұл фильмнің өздеріне бұрыннан белгілі нәрселерді айтып жатқанын түсінуі мүмкін. Ал бұл фильмді міндетті түрде көріңіз! Егер сіз халықтың 99%-дан астам бөлігіне жататын, физиканың теорияларын, соның ішінде салыстырмалылық, кванттық, жіптік және М-теорияны оқымаған немесе олар туралы терең білімге ие емес болсаңыз. Қандай тамаша құрылымдалған деректі фильм. Тарихи мағлұматтардан бастап, сізді талғампаз қадамдармен таза сиқыр әлеміне және өлшемдерден тыс кеңістікке жетелейді. Мен әрқашан математиканы жоғары бағалап келемін. Бұл фильм математика қаншалықты әсем тіл екенін түсінуге көмектеседі, бірақ сізді сәтсіздікке ұшыраймын деп қорқытпайды. Фильм кейде қайталанып отырады, себебі бастапқы формат үш бөлімнен тұратын мини-серия болған. Сондықтан ұсынылған принциптерді сыпайы түрде еске салуы орынды. Бұл маған өте пайдалы болды, себебі ол біздің бар болмысымызды құрайтын сұрақтар мен мүмкін жауаптарды үнемі еске салып отырды. Біз бәріміз (және айналамыздағы барлық нәрсе) тербелмелі энергиямыз, табиғи үйлесімге ұмтыламыз. Бұл фильм сіздің сананы жарқыратып жіберуі мүмкін немесе ең болмағанда, ғаламның біз көретін нәрседен (тіпті Хаббл телескопымен де) әлдеқайда үлкен екенін және атом ішіндегі протондар мен нейтрондардан әлдеқайда кіші екенін түсінуге көмектеседі. М-теорияда көптеген керемет мүмкіндіктер бар. Барлық осы талғампаздықтың табиғаты бойынша (көптеген ғалымдардың мойындауынша) ғылым саласынан шығып, философияға ауысуы өте орынды көрінді. Бұл фильм сізді Құдайға бір қадам жақындатқандай сезіну үшін діндар болудың қажеті жоқ. Брайан Гринге алғыс айтамын. Өте жақсы жұмыс істеді. P.S. Егер сіз ғаламдағы орныңызда одан да жайлы әрі сенімді сезінгіңіз келсе және кванттық механика мен руханияттың (барлық нәрсенің) бірігуінен туындайтын «мүмкіндіктер» туралы көбірек білгіңіз келсе, онда «What the Bleep!? - Down the Rabbit Hole» фильмін де көруге кеңес беремін. Иә, олар кейде күлкілі қателіктер жасайды, мысалы, шаман бұрын қайық көрмесе оны көре алмайды деп айтуы (менің көзім жарықтың шағылысын жақсы қабылдайды – мен күнде бұрын көрмеген нәрселерді көремін) және мидың жасушалары бөлінбейді деп айтуы. Бірақ осы кедергілерді жеңіп, ұнамайтын нәрселерді ысырып тастап, ұнайтындарын ұстаған жағдайда, бұл фильмде көп нәрсе бар. Содан кейін «The Secret» (2006 жылғы «Тартылыс заңы» туралы деректі фильм – IMDb-де «tt0846789» деп іздеңіз) фильмін көріңіз. Бұл ақпарат сіздің өміріңізді түбегейлі өзгертуі мүмкін – мәңгілікке. Тереңірек іздесеңіз, ғаламның бізге ой арқылы сөйлесіп жатқанын (егер тыңдасаңыз) табуыңыз мүмкін – және кейбіреулер шынымен сөйлеседі – бұл нағыз ғажап. Қазіргі замандағы Иса/Мұхаммед/Будда (тарих көрсеткендей, физикалық емес әлеммен байланысқандар) тірі және ол Техаста тұрады. Кейбіріңіз не туралы айтып тұрғанымды түсінесіз. Мен өзімді дәстүрлі мағынада діндар деп есептемеймін, бірақ ғаламда ешқашан қазіргідей жайлы әрі өз орнымда сезінген емеспін.",positive
"In 1993, with the success of the first season of Batman: The Animated Series, Warner Brothers commissioned the team responsible for the hit-show with producing a feature-length movie, originally slated for Direct-To-Video, but bumped up to theatrical status. It would become known as Batman: Mask of the Phantasm. Ten years after Phantasm, we have had an additional three feature-films released from the boys at the WB, Sub-Zero, Return of the Joker, and now, Mystery of the Batwoman joins the family.<br /><br />The plot is basic and in many ways similar to Mask of the Phantasm: A new female vigilante modeling herself after Batman has begun targeting operations run by Gotham mob boss Rupert Thorne and Oswald Cobblepot AKA The Penguin. Now, Batman must attempt to unravel the mystery of the Batwoman before she crosses the line.<br /><br />The animation is the sleeker, futuristic style that was utilized for Batman: The Animated Series' fifth and sixth seasons (AKA The New Batman Adventures). , it's quite nicely done, and just as sleek as Return of the Joker's animation. There is also some use of CGI, but it's minor compared to the overabundance of it in Sub-Zero. The music was alright. Different and exotic and similar to the Justice League score, although the points in the score when the old animated Batman theme comes up will be sure to send waves of nostalgia through the older fans' rodent-shaped hearts.<br /><br />Kevin Conroy, as always, does a wonderful job as Bruce Wayne and Batman. It's also great to have the old Batman: The Animated Series alumni back; that includes Bob Hastings (Commissioner Gordon), Robert Costanzo (Detective Bullock), Tara Strong (Barbara Gordon/Batgirl; her cameo hints at the romantic-relationship between her and Bruce that was mentioned in Batman Beyond), and Efrem Zimbalist Jr.(Alfred).<br /><br />Villains were also great - especially given that Rupert Thorne, the old mob boss from the original series, appears for the first time since the fourth season.<br /><br />Overall, while not quite reaching the standard set by Mask of the Phantasm ten years ago, MOTB carries on the torch quite nicely for the animated Batman films. And if you have the DVD and are a hardcore fan, you will love the five-minute short Chase Me.",positive,"1993 жылы Batman: The Animated Series мультсериалының бірінші маусымының табысы арқасында Warner Brothers осы хит-шоудың командасына толықметражды фильм түсіруді тапсырады. Бастапқыда бұл фильм тек видеоға шығуы жоспарланғанымен, кейін кинотеатрларда көрсетілуге шешім қабылданды. Ол Batman: Mask of the Phantasm деген атпен танымал болды. Phantasm-тан он жыл өткен соң, WB ұлдарынан тағы үш толықметражды фильм шықты: Sub-Zero, Return of the Joker, және енді Mystery of the Batwoman отбасыға қосылды. Сюжет қарапайым және көп жағынан Mask of the Phantasm-қа ұқсас: жаңа әйел батыры, Бэтменнің үлгісін ұстанып, Готэм қаласының мафия басшысы Руперт Торн мен Освальд Кобблпот, яғни Пингвиннің операцияларына қарсы күрес бастайды. Енді Бэтмен Батвуменнің сырына үңіліп, оның шекараны бұзбасын қадағалауы керек. Анимация стильі Batman: The Animated Series-тің бесінші және алтыншы маусымдарында (The New Batman Adventures деп те аталады) қолданылған заманауи әрі сәнді стильде жасалған. Бұл Return of the Joker анимациясымен бірдей деңгейде әдемі орындалған. CGI қолданылғанымен, ол Sub-Zero-дегі сияқты көп емес. Музыка жақсы, өзгеше әрі экзотикалық, Justice League саундтрегімен ұқсас, ал ескі анимациялық Бэтмен тақырыбы шыққан сәттер ересек жанкүйерлердің жүрегінде ностальгия толқындарын оятады. Кевин Конрой әрдайымғыдай Брюс Уэйн мен Бэтмен рөлінде тамаша ойнайды. Ескі Batman: The Animated Series актерлері қайта оралғаны қуантады; олардың қатарында Боб Хастингс (Комиссар Гордон), Роберт Костанзо (Детектив Буллок), Тара Стронг (Барбара Гордон/Бэтгерл; оның камеосы Batman Beyond-да айтылған Брюспен романтикалық қарым-қатынастың белгісі), және Эфрем Зимбалист мл. (Альфред) бар. Жаман кейіпкерлер де керемет шыққан, әсіресе Руперт Торн, бастапқы сериядан бері алғаш рет төртінші маусымнан кейін пайда болды. Жалпы алғанда, он жыл бұрынғы Mask of the Phantasm деңгейіне жетпесе де, Mystery of the Batwoman анимациялық Бэтмен фильмдерінің дәстүрін лайықты түрде жалғастырады. Егер сізде DVD болса және нағыз жанкүйер болсаңыз, бес минуттық Chase Me қысқаметражды фильмін қатты ұнатасыз.",positive
"I think this movie was supposed to be shocking. But the only way in which it is indeed shocking is how shocking badly it's been made ...and simply is. It's one-and-a-half hour of torment. Even more so for the viewer than for the characters in the movie (the five girls).<br /><br />Sure the main characters get their bloody piece in a bad way, which is basically fine, since it's a horror-movie. And I (usually) like horror-movies. I've no problem with violence in these type of movies per se. However all the violence in this film serves no end whatsoever. It's no spectacle other than that it's simply grotesque. It's so lame it even gets boring, and really quick too.<br /><br />The worst thing (if the above wasn't bad enough for ya) about this movie is that they've tried to copy the Blair Whitch Project, by filming with cheap hand-held-cameras. But (again, this too) serves no end whatsoever. In the ""Blair Which"", sure enough, there's an explanation, namely they are their with a camera looking for the blair witch. In this film, there's no other explanation than: ""Hey ya'll we wanted this to LOOK LIKE the Blair Whitch!!"" The sound in the movie is also something to get depressed about. The girls are screaming so hysterically that many a time you can't make out what they're saying. Also, no effort has been made to make anything any better, sound-wise or other wise.<br /><br />Than finally, there's the soundtrack, which is just as bad as the rest, and varies from cheap euro-house to the worst grungy hard-rock...<br /><br />My advise: Don't watch this under ANY circumstances.",negative,"Менің ойымша, бұл фильм шок тудыруы керек еді. Бірақ шын мәнінде шок тудыратын жалғыз нәрсе — оның қаншалықты нашар жасалғаны... және жай ғана осындай болуы. Бұл бір жарым сағаттық азап. Көрермен үшін кейіпкерлерден (бес қыздан) гөрі одан да ауыр. Әрине, басты кейіпкерлер жаман жағдайда қанды оқиғаға ұшырайды, бұл қорқынышты фильм үшін қалыпты жағдай. Мен әдетте қорқынышты фильмдерді ұнатамын. Мұндай фильмдердегі зорлық-зомбылыққа менің еш қарсылығым жоқ. Алайда, бұл фильмдегі зорлық-зомбылықтың ешқандай мәні жоқ. Бұл ешқандай спектакль емес, тек қана гротеск. Ол соншалықты нашар, тіпті тез жалықтырады. Ең жаманы (егер жоғарыда айтылғандар сізге жеткіліксіз болса) — олар «Блэр Вич жобасын» арзан қолмен ұстайтын камералармен түсіруге тырысқан. Бірақ бұл да ешқандай мәнге ие емес. «Блэр Вич» фильмінде түсініктеме бар: олар камерамен Блэр Вичті іздеуге барған. Ал бұл фильмде тек бір ғана түсініктеме бар: «Біз бұл фильмді Блэр Вичке ұқсатып жасағымыз келді!» Фильмдегі дыбыс та көңілсіз. Қыздар соншалықты истерикалық айқайлайды, көп жағдайда олардың не айтып жатқанын түсіну мүмкін емес. Сондай-ақ, дыбыс сапасын жақсартуға ешқандай күш жұмсалмаған. Соңында, саундтрек те фильмнің қалған бөліктері сияқты нашар, арзан еуро-хаустан ең нашар гринджі хард-рокқа дейін ауысып отырады. Менің кеңесім: бұл фильмді ешқандай жағдайда көрмеңіз.",negative
