id,title,context,question,answers,gold_answer,pred_en_basic
57296a65af94a219006aa3c6,Chloroplast,"In cpDNA, there are several A → G deamination gradients. DNA becomes susceptible to deamination events when it is single stranded. When replication forks form, the strand not being copied is single stranded, and thus at risk for A → G deamination. Therefore, gradients in deamination indicate that replication forks were most likely present and the direction that they initially opened (the highest gradient is most likely nearest the start site because it was single stranded for the longest amount of time). This mechanism is still the leading theory today; however, a second theory suggests that most cpDNA is actually linear and replicates through homologous recombination. It further contends that only a minority of the genetic material is kept in circular chromosomes while the rest is in branched, linear, or other complex structures.",How does the secondary theory say most cpDNA replicates?,"{'text': ['homologous recombination', 'homologous recombination', 'through homologous recombination'], 'answer_start': [652, 652, 644]}",homologous recombination,homologous recombination
572fac17947a6a140053cb54,Scottish_Parliament,"Following a referendum in 1997, in which the Scottish electorate voted for devolution, the current Parliament was convened by the Scotland Act 1998, which sets out its powers as a devolved legislature. The Act delineates the legislative competence of the Parliament – the areas in which it can make laws – by explicitly specifying powers that are ""reserved"" to the Parliament of the United Kingdom. The Scottish Parliament has the power to legislate in all areas that are not explicitly reserved to Westminster. The British Parliament retains the ability to amend the terms of reference of the Scottish Parliament, and can extend or reduce the areas in which it can make laws. The first meeting of the new Parliament took place on 12 May 1999.",When was the current parliament of Scotland convened?,"{'text': ['Following a referendum in 1997', '1998', '1998'], 'answer_start': [0, 143, 143]}",Following a referendum in 1997,12 May 1999.
57284d484b864d1900164903,University_of_Chicago,"After the 1940s, the Gothic style on campus began to give way to modern styles. In 1955, Eero Saarinen was contracted to develop a second master plan, which led to the construction of buildings both north and south of the Midway, including the Laird Bell Law Quadrangle (a complex designed by Saarinen); a series of arts buildings; a building designed by Ludwig Mies van der Rohe for the university's School of Social Service Administration;, a building which is to become the home of the Harris School of Public Policy Studies by Edward Durrell Stone, and the Regenstein Library, the largest building on campus, a brutalist structure designed by Walter Netsch of the Chicago firm Skidmore, Owings & Merrill. Another master plan, designed in 1999 and updated in 2004, produced the Gerald Ratner Athletics Center (2003), the Max Palevsky Residential Commons (2001), South Campus Residence Hall and dining commons (2009), a new children's hospital, and other construction, expansions, and restorations. In 2011, the university completed the glass dome-shaped Joe and Rika Mansueto Library, which provides a grand reading room for the university library and prevents the need for an off-campus book depository.",What public policy school found it's home in the building that Ludwig Mies van der Rohe designed?,"{'text': ['Harris School of Public Policy Studies', 'Harris School of Public Policy Studies', 'the Harris School of Public Policy Studies'], 'answer_start': [489, 489, 485]}",Harris School of Public Policy Studies,Harris School of Public Policy Studies
57268220f1498d1400e8e218,Geology,"In the laboratory, biostratigraphers analyze rock samples from outcrop and drill cores for the fossils found in them. These fossils help scientists to date the core and to understand the depositional environment in which the rock units formed. Geochronologists precisely date rocks within the stratigraphic section in order to provide better absolute bounds on the timing and rates of deposition. Magnetic stratigraphers look for signs of magnetic reversals in igneous rock units within the drill cores. Other scientists perform stable isotope studies on the rocks to gain information about past climate.",Why is it important to precisely date rocks within the stratigraphic section? ,"{'text': ['provide better absolute bounds on the timing and rates of deposition', 'gain information about past climate', 'provide better absolute bounds on the timing and rates of deposition'], 'answer_start': [327, 568, 327]}",provide better absolute bounds on the timing and rates of deposition,"""better absolute bounds on the timing and rates of deposition"""
572882242ca10214002da424,Yuan_dynasty,"The Mongol rulers patronized the Yuan printing industry. Chinese printing technology was transferred to the Mongols through Kingdom of Qocho and Tibetan intermediaries. Some Yuan documents such as Wang Zhen's Nong Shu were printed with earthenware movable type, a technology invented in the 12th century. However, most published works were still produced through traditional block printing techniques. The publication of a Taoist text inscribed with the name of Töregene Khatun, Ögedei's wife, is one of the first printed works sponsored by the Mongols. In 1273, the Mongols created the Imperial Library Directorate, a government-sponsored printing office. The Yuan government established centers for printing throughout China. Local schools and government agencies were funded to support the publishing of books.",When was the Imperial Library Directorate established?,"{'text': ['1273', '1273', 'In 1273'], 'answer_start': [557, 557, 554]}",1273,1273
5728ef8d2ca10214002daac3,Kenya,"The African Great Lakes region, which Kenya is a part of, has been inhabited by humans since the Lower Paleolithic period. By the first millennium AD, the Bantu expansion had reached the area from West-Central Africa. The borders of the modern state consequently comprise the crossroads of the Niger-Congo, Nilo-Saharan and Afroasiatic areas of the continent, representing most major ethnolinguistic groups found in Africa. Bantu and Nilotic populations together constitute around 97% of the nation's residents. European and Arab presence in coastal Mombasa dates to the Early Modern period; European exploration of the interior began in the 19th century. The British Empire established the East Africa Protectorate in 1895, which starting in 1920 gave way to the Kenya Colony. Kenya obtained independence in December 1963. Following a referendum in August 2010 and adoption of a new constitution, Kenya is now divided into 47 semi-autonomous counties, governed by elected governors.",When did the Bantu expansion reach the area from West-Central Africa?,"{'text': ['By the first millennium AD', 'By the first millennium AD', 'first millennium AD'], 'answer_start': [123, 123, 130]}",By the first millennium AD,the first millennium AD
5727cff1ff5b5019007d95c4,Harvard_University,"Harvard has the largest university endowment in the world. As of September 2011[update], it had nearly regained the loss suffered during the 2008 recession. It was worth $32 billion in 2011, up from $28 billion in September 2010 and $26 billion in 2009. It suffered about 30% loss in 2008-09. In December 2008, Harvard announced that its endowment had lost 22% (approximately $8 billion) from July to October 2008, necessitating budget cuts. Later reports suggest the loss was actually more than double that figure, a reduction of nearly 50% of its endowment in the first four months alone. Forbes in March 2009 estimated the loss to be in the range of $12 billion. One of the most visible results of Harvard's attempt to re-balance its budget was their halting of construction of the $1.2 billion Allston Science Complex that had been scheduled to be completed by 2011, resulting in protests from local residents. As of 2012[update], Harvard University had a total financial aid reserve of $159 million for students, and a Pell Grant reserve of $4.093 million available for disbursement.",What was the Harvard endowment total in 2011?,"{'text': ['$32 billion', '$32 billion', '$32 billion'], 'answer_start': [170, 170, 170]}",$32 billion,$32 billion
5726bcde708984140094cfbf,European_Union_law,"Citizenship of the EU has increasingly been seen as a ""fundamental"" status of member state nationals by the Court of Justice, and has accordingly increased the number of social services that people can access wherever they move. The Court has required that higher education, along with other forms of vocational training, should be more access, albeit with qualifying periods. In Commission v Austria the Court held that Austria was not entitled to restrict places in Austrian universities to Austrian students to avoid ""structural, staffing and financial problems"" if (mainly German) foreign students applied for places because there was little evidence of an actual problem.",What has lately been being viewed as a fundamental status of member state nationals by the Court of Justice?,"{'text': ['Citizenship of the EU', 'Citizenship of the EU', 'Citizenship of the EU'], 'answer_start': [0, 0, 0]}",Citizenship of the EU,Citizenship of the EU
573408ef4776f41900661759,French_and_Indian_War,"The war in North America officially ended with the signing of the Treaty of Paris on 10 February 1763, and war in the European theatre of the Seven Years' War was settled by the Treaty of Hubertusburg on 15 February 1763. The British offered France the choice of surrendering either its continental North American possessions east of the Mississippi or the Caribbean islands of Guadeloupe and Martinique, which had been occupied by the British. France chose to cede the former, but was able to negotiate the retention of Saint Pierre and Miquelon, two small islands in the Gulf of St. Lawrence, along with fishing rights in the area. They viewed the economic value of the Caribbean islands' sugar cane to be greater and easier to defend than the furs from the continent. The contemporaneous French philosopher Voltaire referred to Canada disparagingly as nothing more than a few acres of snow. The British, for their part, were happy to take New France, as defence of their North American colonies would no longer be an issue and also because they already had ample places from which to obtain sugar. Spain, which traded Florida to Britain to regain Cuba, also gained Louisiana, including New Orleans, from France in compensation for its losses. Great Britain and Spain also agreed that navigation on the Mississippi River was to be open to vessels of all nations.",What choice did French have for surrendering land?,"{'text': ['continental North American possessions east of the Mississippi or the Caribbean islands of Guadeloupe and Martinique', 'surrendering either its continental North American possessions east of the Mississippi or the Caribbean islands of Guadeloupe and Martinique', 'either its continental North American possessions east of the Mississippi or the Caribbean islands of Guadeloupe and Martinique,', 'its continental North American possessions east of the Mississippi or the Caribbean islands', 'surrendering either its continental North American possessions east of the Mississippi or the Caribbean islands of Guadeloupe and Martinique'], 'answer_start': [287, 263, 276, 283, 263]}",continental North American possessions east of the Mississippi or the Caribbean islands of Guadeloupe and Martinique,"""continental North American possessions east of the Mississippi or the Caribbean islands of Guadeloupe and Martinique"""
5728231fff5b5019007d9dd8,Doctor_Who,"Only four episodes have ever had their premiere showings on channels other than BBC One. The 1983 20th anniversary special The Five Doctors had its début on 23 November (the actual date of the anniversary) on a number of PBS stations two days prior to its BBC One broadcast. The 1988 story Silver Nemesis was broadcast with all three episodes airing back to back on TVNZ in New Zealand in November, after the first episode had been shown in the UK but before the final two instalments had aired there. Finally, the 1996 television film premièred on 12 May 1996 on CITV in Edmonton, Canada, 15 days before the BBC One showing, and two days before it aired on Fox in the United States.[citation needed]",When was the debut of the 1983 special called The Five Doctors?,"{'text': ['23 November', '23 November', '23 November'], 'answer_start': [157, 157, 157]}",23 November,23 November
56e1c2eee3433e1400423136,Computational_complexity_theory,"But bounding the computation time above by some concrete function f(n) often yields complexity classes that depend on the chosen machine model. For instance, the language {xx | x is any binary string} can be solved in linear time on a multi-tape Turing machine, but necessarily requires quadratic time in the model of single-tape Turing machines. If we allow polynomial variations in running time, Cobham-Edmonds thesis states that ""the time complexities in any two reasonable and general models of computation are polynomially related"" (Goldreich 2008, Chapter 1.2). This forms the basis for the complexity class P, which is the set of decision problems solvable by a deterministic Turing machine within polynomial time. The corresponding set of function problems is FP.",A language solved in quadratic time implies the use of what type of Turing machine?,"{'text': ['single-tape Turing machines', 'single-tape', 'single-tape'], 'answer_start': [318, 318, 318]}",single-tape Turing machines,single-tape Turing machines
57273a465951b619008f8703,Construction,"Construction is the process of constructing a building or infrastructure. Construction differs from manufacturing in that manufacturing typically involves mass production of similar items without a designated purchaser, while construction typically takes place on location for a known client. Construction as an industry comprises six to nine percent of the gross domestic product of developed countries. Construction starts with planning,[citation needed] design, and financing and continues until the project is built and ready for use.",Construction takes place on location for who?,"{'text': ['a known client', 'client', 'known client'], 'answer_start': [277, 285, 279]}",a known client,a known client
56f80ccfaef2371900625d84,Martin_Luther,"Luther came to understand justification as entirely the work of God. This teaching by Luther was clearly expressed in his 1525 publication On the Bondage of the Will, which was written in response to On Free Will by Desiderius Erasmus (1524). Luther based his position on predestination on St. Paul's epistle to the Ephesians 2:8–10. Against the teaching of his day that the righteous acts of believers are performed in cooperation with God, Luther wrote that Christians receive such righteousness entirely from outside themselves; that righteousness not only comes from Christ but actually is the righteousness of Christ, imputed to Christians (rather than infused into them) through faith. ""That is why faith alone makes someone just and fulfills the law,"" he wrote. ""Faith is that which brings the Holy Spirit through the merits of Christ."" Faith, for Luther, was a gift from God; the experience of being justified by faith was ""as though I had been born again."" His entry into Paradise, no less, was a discovery about ""the righteousness of God"" – a discovery that ""the just person"" of whom the Bible speaks (as in Romans 1:17) lives by faith. He explained his concept of ""justification"" in the Smalcald Articles:",When did Luther publish On the Bondage of the Will?,"{'text': ['1525', '1525', '1525'], 'answer_start': [122, 122, 122]}",1525,1525
56e0fe85e3433e1400422a6a,Nikola_Tesla,"He produced artificial lightning, with discharges consisting of millions of volts and up to 135 feet long. Thunder from the released energy was heard 15 miles away in Cripple Creek, Colorado. People walking along the street observed sparks jumping between their feet and the ground. Sparks sprang from water line taps when touched. Light bulbs within 100 feet of the lab glowed even when turned off. Horses in a livery stable bolted from their stalls after receiving shocks through their metal shoes. Butterflies were electrified, swirling in circles with blue halos of St. Elmo's fire around their wings.",What natural phenomenon did Tesla create artificially? ,"{'text': ['lightning', 'lightning', 'lightning'], 'answer_start': [23, 23, 23]}",lightning,artificial lightning
56e19724cd28a01900c679f6,Computational_complexity_theory,"A function problem is a computational problem where a single output (of a total function) is expected for every input, but the output is more complex than that of a decision problem, that is, it isn't just yes or no. Notable examples include the traveling salesman problem and the integer factorization problem.",A function problem is an example of what?,"{'text': ['a computational problem', 'a computational problem', 'a computational problem'], 'answer_start': [22, 22, 22]}",a computational problem,computational problem
572ff932a23a5019007fcbd6,Islamism,"Islamism is a controversial concept not just because it posits a political role for Islam but also because its supporters believe their views merely reflect Islam, while the contrary idea that Islam is, or can be, apolitical is an error. Scholars and observers who do not believe that Islam is merely a political ideology include Fred Halliday, John Esposito and Muslim intellectuals like Javed Ahmad Ghamidi. Hayri Abaza argues the failure to distinguish between Islam and Islamism leads many in the West to support illiberal Islamic regimes, to the detriment of progressive moderates who seek to separate religion from politics.",What do supporters of Islamism believe their views reflect?,"{'text': ['Islam', 'Islam', 'Islam'], 'answer_start': [157, 157, 157]}",Islam,Islam
56de4c324396321400ee27ac,Normans,"By far the most famous work of Norman art is the Bayeux Tapestry, which is not a tapestry but a work of embroidery. It was commissioned by Odo, the Bishop of Bayeux and first Earl of Kent, employing natives from Kent who were learned in the Nordic traditions imported in the previous half century by the Danish Vikings.",What is Norman art's most well known piece?,"{'text': ['Bayeux Tapestry', 'the Bayeux Tapestry', 'the Bayeux Tapestry'], 'answer_start': [49, 45, 45]}",Bayeux Tapestry,Bayeux Tapestry
57277af2708984140094dec5,American_Broadcasting_Company,"In May 2013, ABC launched ""WATCH ABC"", a revamp of its traditional multi-platform streaming services encompassing the network's existing streaming portal at ABC.com and a mobile app for smartphones and tablet computers; in addition to providing full-length episodes of ABC programs, the service allows live programming streams of local ABC affiliates in select markets (the first such offering by a U.S. broadcast network). Similar to sister network ESPN's WatchESPN service (which originated the ""WATCH"" brand used by the streaming services of Disney's television networks), live streams of ABC stations are only available to authenticated subscribers of participating pay television providers in certain markets. New York City O&O WABC-TV and Philadelphia O&O WPVI-TV were the first stations to offer streams of their programming on the service (with a free preview for non-subscribers through June 2013), with the six remaining ABC O&Os offering streams by the start of the 2013–14 season. Hearst Television also reached a deal to offer streams of its ABC affiliates (including stations in Boston, Kansas City, Milwaukee and West Palm Beach) on the service.",What company reached a deal to also stream its ABC affiliates?,"{'text': ['Hearst Television', 'Hearst Television', 'Hearst Television'], 'answer_start': [993, 993, 993]}",Hearst Television,Hearst Television
571c97e2dd7acb1400e4c121,Oxygen,"Oxygen is the most abundant chemical element by mass in the Earth's biosphere, air, sea and land. Oxygen is the third most abundant chemical element in the universe, after hydrogen and helium. About 0.9% of the Sun's mass is oxygen. Oxygen constitutes 49.2% of the Earth's crust by mass and is the major component of the world's oceans (88.8% by mass). Oxygen gas is the second most common component of the Earth's atmosphere, taking up 20.8% of its volume and 23.1% of its mass (some 1015 tonnes).[d] Earth is unusual among the planets of the Solar System in having such a high concentration of oxygen gas in its atmosphere: Mars (with 0.1% O
2 by volume) and Venus have far lower concentrations. The O
2 surrounding these other planets is produced solely by ultraviolet radiation impacting oxygen-containing molecules such as carbon dioxide.",Where  by mass is oxygen a major part?,"{'text': [""world's oceans"", ""the world's oceans"", ""in the Earth's biosphere, air, sea and land"", 'oceans', ""the world's oceans""], 'answer_start': [321, 317, 53, 329, 317]}",world's oceans,Earth's crust
5729582b1d046914007792e7,Chloroplast,"These chloroplasts, which can be traced back directly to a cyanobacterial ancestor, are known as primary plastids (""plastid"" in this context means almost the same thing as chloroplast). All primary chloroplasts belong to one of three chloroplast lineages—the glaucophyte chloroplast lineage, the rhodophyte, or red algal chloroplast lineage, or the chloroplastidan, or green chloroplast lineage. The second two are the largest, and the green chloroplast lineage is the one that contains the land plants.",Which lineage includes land plants?,"{'text': ['the green chloroplast lineage', 'the green chloroplast lineage', 'green chloroplast lineage'], 'answer_start': [432, 432, 436]}",the green chloroplast lineage,green chloroplast lineage
5726e834dd62a815002e94a5,Victoria_and_Albert_Museum,"There are a set of beautiful inlaid doors, dated 1580 from Antwerp City Hall, attributed to Hans Vredeman de Vries. One of the finest pieces of continental furniture in the collection is the Rococo Augustus Rex Bureau Cabinet dated c1750 from Germany, with especially fine marquetry and ormolu mounts. One of the grandest pieces of 19th-century furniture is the highly elaborate French Cabinet dated 1861–1867 made by M. Fourdinois, made from ebony inlaid with box, lime, holly, pear, walnut and mahogany woods as well as marble with gilded carvings. Furniture designed by Ernest Gimson, Edward William Godwin, Charles Voysey, Adolf Loos and Otto Wagner are among the late 19th-century and early 20th-century examples in the collection. The work of modernists in the collection include Le Corbusier, Marcel Breuer, Charles and Ray Eames, and Giò Ponti.",To whom has the Antwerp City Hall doors in the V&A collection been attributed?,"{'text': ['Hans Vredeman de Vries', 'Hans Vredeman de Vries', 'Hans Vredeman de Vries'], 'answer_start': [92, 92, 92]}",Hans Vredeman de Vries,Hans Vredeman de Vries
5726c4b5dd62a815002e8fda,Victoria_and_Albert_Museum,"The Toshiba gallery of Japanese art opened in December 1986. The majority of exhibits date from 1550 to 1900, but one of the oldest pieces displayed is the 13th-century sculpture of Amida Nyorai. Examples of classic Japanese armour from the mid-19th century, steel sword blades (Katana), Inrō, lacquerware including the Mazarin Chest dated c1640 is one of the finest surviving pieces from Kyoto, porcelain including Imari, Netsuke, woodblock prints including the work of Ando Hiroshige, graphic works include printed books, as well as a few paintings, scrolls and screens, textiles and dress including kimonos are some of the objects on display. One of the finest objects displayed is Suzuki Chokichi's bronze incense burner (koro) dated 1875, standing at over 2.25 metres high and 1.25 metres in diameter it is also one of the largest examples made. The museum also holds some cloisonné pieces from the Japanese art production company, Ando Cloisonné.",The sculpture of Amida Nyorai that is included in the V&A's Japanese art collection is dated to which century?,"{'text': ['13th', '13th-century', '13th'], 'answer_start': [156, 156, 156]}",13th,13th-century
56d720c70d65d21400198398,Super_Bowl_50,"As opposed to broadcasts of primetime series, CBS broadcast special episodes of its late night talk shows as its lead-out programs for Super Bowl 50, beginning with a special episode of The Late Show with Stephen Colbert following the game. Following a break for late local programming, CBS also aired a special episode of The Late Late Show with James Corden.",What followed the late local programming after Super Bowl 50?,"{'text': ['The Late Late Show with James Corden.', 'The Late Late Show with James Corden', 'The Late Late Show with James Corden.'], 'answer_start': [323, 323, 323]}",The Late Late Show with James Corden.,The Late Late Show with James Corden.
5729ea263f37b319004785bf,Amazon_rainforest,"NASA's CALIPSO satellite has measured the amount of dust transported by wind from the Sahara to the Amazon: an average 182 million tons of dust are windblown out of the Sahara each year, at 15 degrees west longitude, across 1,600 miles (2,600 km) over the Atlantic Ocean (some dust falls into the Atlantic), then at 35 degrees West longitude at the eastern coast of South America, 27.7 million tons (15%) of dust fall over the Amazon basin, 132 million tons of dust remain in the air, 43 million tons of dust are windblown and falls on the Caribbean Sea, past 75 degrees west longitude.",How much windblown dust leaves the Sahara each year?,"{'text': ['182 million tons', '182 million tons', '182 million tons'], 'answer_start': [119, 119, 119]}",182 million tons,182 million tons
56e77b8c00c9c71400d77197,Teacher,"There are many forms of spiritual or religious teachers in Christianity, across all three major traditions - (Roman) Catholic, (Eastern) Orthodox Catholic, and Protestant/Non-Denominational, with a stronger tradition of spiritual formation in the more historic and authoritarian/hierarchical Christian traditions with a long tradition of ""discernment of spirits"", of vocations, and other aspects of spiritual life, especially the Roman and Orthodox Catholic Churches. These positions include: the honoured but informal position of starets or elder - a man (or, less often, woman), often a monastic, considered to be graced by God with certain gifts for the guidance of souls and the detection and correction of prelest (spiritual pride or deception) - who acts as a spiritual guide or father in the Orthodox Catholic tradition, especially Russian Orthodoxy (see Optina Monastery, which had a long line of said starets); the Priest or Confessor in Roman Catholicism, who is often a man in Holy Orders but may be a monastic or other person respected for his spiritual accomplishments or acumen (even the Pope of Rome has a Confessor, who is not always a bishop, and, due to the hierarchical structure of the Roman Church, can not be his equal in authority), which is often a semi-official to official position, as opposed to the unofficial positions of spiritual guides in the Orthodox Catholic and Protestant traditions; and the almost-exclusively informal arrangements (generally formal only in members who are under some form of church discipline) of mentorship (both of adults and children, in the latter case often a youth pastor) in the Protestant and Non-Denominational traditions, which boundaries can be blurred with the more typically Roman ""confessor"" position in some of the more historic and conservative Reformation Churches, such as some of the Lutheran and Anglican. In keeping with the individualistic nature of most Protestant denominations, the emphasis on being guided in spiritual development is small, with a heavy emphasis placed on heavy reading and personal, Spirit-enlightened interpretation of the Holy Bible.",Is the Pope's confessor a Bishop?,"{'text': ['not always', 'not always'], 'answer_start': [1139, 1139]}",not always,no
572976791d046914007794af,Chloroplast,"Photorespiration can occur when the oxygen concentration is too high. Rubisco cannot distinguish between oxygen and carbon dioxide very well, so it can accidentally add O2 instead of CO2 to RuBP. This process reduces the efficiency of photosynthesis—it consumes ATP and oxygen, releases CO2, and produces no sugar. It can waste up to half the carbon fixed by the Calvin cycle. Several mechanisms have evolved in different lineages that raise the carbon dioxide concentration relative to oxygen within the chloroplast, increasing the efficiency of photosynthesis. These mechanisms are called carbon dioxide concentrating mechanisms, or CCMs. These include Crassulacean acid metabolism, C4 carbon fixation, and pyrenoids. Chloroplasts in C4 plants are notable as they exhibit a distinct chloroplast dimorphism.",What can rubisco do by mistake?,"{'text': ['add O2 instead of CO2 to RuBP', 'add O2 instead of CO2', 'add O2 instead of CO2 to RuBP'], 'answer_start': [165, 165, 165]}",add O2 instead of CO2 to RuBP,add O2 instead of CO2 to RuBP
572925491d046914007790c5,Kenya,"Diseases of poverty directly correlate with a country's economic performance and wealth distribution: Half of Kenyans live below the poverty level. Preventable diseases like malaria, HIV/AIDS, pneumonia, diarrhoea and malnutrition are the biggest burden, major child-killers, and responsible for much morbidity; weak policies, corruption, inadequate health workers, weak management and poor leadership in the public health sector are largely to blame. According to 2009 estimates, HIV prevalence is about 6.3% of the adult population. However, the 2011 UNAIDS Report suggests that the HIV epidemic may be improving in Kenya, as HIV prevalence is declining among young people (ages 15–24) and pregnant women. Kenya had an estimated 15 million cases of malaria in 2006.",What are the biggest burdens?,"{'text': ['diseases like malaria, HIV/AIDS, pneumonia, diarrhoea and malnutrition', 'Preventable diseases like malaria, HIV/AIDS, pneumonia, diarrhoea and malnutrition', 'Preventable diseases'], 'answer_start': [160, 148, 148]}","diseases like malaria, HIV/AIDS, pneumonia, diarrhoea and malnutrition","Preventable diseases like malaria, HIV/AIDS, pneumonia, diarrhoea and malnutrition."
57269526dd62a815002e8a4f,Newcastle_upon_Tyne,"There are eleven LEA-funded 11 to 18 schools and seven independent schools with sixth forms in Newcastle. There are a number of successful state schools, including Walker Technology College, Gosforth High School, Heaton Manor School, St Cuthbert's High School, St. Mary's Catholic Comprehensive School, Kenton School, George Stephenson High School, Sacred Heart and Benfield School. The largest co-ed independent school is the Royal Grammar School. The largest girls' independent school is Newcastle High School for Girls. Both schools are located on the same street in Jesmond. Newcastle School for Boys is the only independent boys' only school in the city and is situated in Gosforth. Newcastle College is the largest general further education college in the North East and is a beacon status college; there are two smaller colleges in the Newcastle area. St Cuthbert's High School and Sacred Heart are the two primary state-Catholic run high schools, and are both achieving results on par with the independent schools in Newcastle.",How many of the schools in Newcastle are independent? ,"{'text': ['seven', 'seven', 'seven'], 'answer_start': [49, 49, 49]}",seven,Seven independent schools
5728827b2ca10214002da42d,Yuan_dynasty,"One of the more notable applications of printing technology was the chao, the paper money of the Yuan. Chao were made from the bark of mulberry trees. The Yuan government used woodblocks to print paper money, but switched to bronze plates in 1275. The Mongols experimented with establishing the Chinese-style paper monetary system in Mongol-controlled territories outside of China. The Yuan minister Bolad was sent to Iran, where he explained Yuan paper money to the Il-khanate court of Gaykhatu. The Il-khanate government issued paper money in 1294, but public distrust of the exotic new currency doomed the experiment.",What had the Yuan used to print its money before bronze plates?,"{'text': ['woodblocks', 'woodblocks', 'woodblocks'], 'answer_start': [176, 176, 176]}",woodblocks,Woodblocks
56f802c6a6d7ea1400e17378,Martin_Luther,"He insisted that, since forgiveness was God's alone to grant, those who claimed that indulgences absolved buyers from all punishments and granted them salvation were in error. Christians, he said, must not slacken in following Christ on account of such false assurances.",What were these indulgences supposed to grant the giver?,"{'text': ['salvation', 'salvation', 'salvation'], 'answer_start': [151, 151, 151]}",salvation,salvation
5730cb8df6cb411900e244c4,United_Methodist_Church,"The Book of Discipline is the guidebook for local churches and pastors and describes in considerable detail the organizational structure of local United Methodist churches. All UM churches must have a board of trustees with at least three members and no more than nine members and it is recommended that no gender should hold more than a 2/3 majority. All churches must also have a nominations committee, a finance committee and a church council or administrative council. Other committees are suggested but not required such as a missions committee, or evangelism or worship committee. Term limits are set for some committees but not for all. The church conference is an annual meeting of all the officers of the church and any interested members. This committee has the exclusive power to set pastors' salaries (compensation packages for tax purposes) and to elect officers to the committees.",What is the greatest number of members a board of trustees can have?,"{'text': ['nine', 'no more than nine members', 'nine'], 'answer_start': [264, 251, 264]}",nine,nine members
56f81393aef2371900625dac,Martin_Luther,"In January 1519, at Altenburg in Saxony, the papal nuncio Karl von Miltitz adopted a more conciliatory approach. Luther made certain concessions to the Saxon, who was a relative of the Elector, and promised to remain silent if his opponents did. The theologian Johann Eck, however, was determined to expose Luther's doctrine in a public forum. In June and July 1519, he staged a disputation with Luther's colleague Andreas Karlstadt at Leipzig and invited Luther to speak. Luther's boldest assertion in the debate was that Matthew 16:18 does not confer on popes the exclusive right to interpret scripture, and that therefore neither popes nor church councils were infallible. For this, Eck branded Luther a new Jan Hus, referring to the Czech reformer and heretic burned at the stake in 1415. From that moment, he devoted himself to Luther's defeat.",What scripture did Luther use to back up his opinion that churchmen were not infallible?,"{'text': ['Matthew 16:18', 'Matthew 16:18', 'Matthew 16:18'], 'answer_start': [523, 523, 523]}",Matthew 16:18,Matthew 16:18
56bec4343aeaaa14008c93a9,Super_Bowl_50,"20th Century Fox, Lionsgate, Paramount Pictures, Universal Studios and Walt Disney Studios paid for movie trailers to be aired during the Super Bowl. Fox paid for Deadpool, X-Men: Apocalypse, Independence Day: Resurgence and Eddie the Eagle, Lionsgate paid for Gods of Egypt, Paramount paid for Teenage Mutant Ninja Turtles: Out of the Shadows and 10 Cloverfield Lane, Universal paid for The Secret Life of Pets and the debut trailer for Jason Bourne and Disney paid for Captain America: Civil War, The Jungle Book and Alice Through the Looking Glass.[citation needed]",What Universal trailer debuted during the Super Bowl?,"{'text': ['Jason Bourne', 'Jason Bourne', 'Jason Bourne'], 'answer_start': [438, 438, 438]}",Jason Bourne,Jason Bourne
56e11ba9cd28a01900c675db,Nikola_Tesla,"Near the end of his life, Tesla walked to the park every day to feed the pigeons and even brought injured ones into his hotel room to nurse back to health. He said that he had been visited by a specific injured white pigeon daily. Tesla spent over $2,000, including building a device that comfortably supported her so her bones could heal, to fix her broken wing and leg. Tesla stated,",To what place did he bring the injured pigeons to take care of them?,"{'text': ['hotel room', 'his hotel room', 'his hotel room'], 'answer_start': [120, 116, 116]}",hotel room,hotel room
5725d2ef271a42140099d255,Apollo_program,"The Saturn IB was an upgraded version of the Saturn I. The S-IB first stage increased the thrust to 1,600,000 pounds-force (7,120 kN), and the second stage replaced the S-IV with the S-IVB-200, powered by a single J-2 engine burning liquid hydrogen fuel with LOX, to produce 200,000 lbf (890 kN) of thrust. A restartable version of the S-IVB was used as the third stage of the Saturn V. The Saturn IB could send over 40,000 pounds (18,100 kg) into low Earth orbit, sufficient for a partially fueled CSM or the LM. Saturn IB launch vehicles and flights were designated with an AS-200 series number, ""AS"" indicating ""Apollo Saturn"" and the ""2"" indicating the second member of the Saturn rocket family.",What was the name of the upgraded Saturn I called?,"{'text': ['Saturn IB', 'S-IB', 'Saturn IB', 'Saturn IB', 'Saturn IB'], 'answer_start': [4, 59, 4, 4, 4]}",Saturn IB,Saturn IB
57284b904b864d19001648e5,University_of_Chicago,"The first buildings of the University of Chicago campus, which make up what is now known as the Main Quadrangles, were part of a ""master plan"" conceived by two University of Chicago trustees and plotted by Chicago architect Henry Ives Cobb. The Main Quadrangles consist of six quadrangles, each surrounded by buildings, bordering one larger quadrangle. The buildings of the Main Quadrangles were designed by Cobb, Shepley, Rutan and Coolidge, Holabird & Roche, and other architectural firms in a mixture of the Victorian Gothic and Collegiate Gothic styles, patterned on the colleges of the University of Oxford. (Mitchell Tower, for example, is modeled after Oxford's Magdalen Tower, and the university Commons, Hutchinson Hall, replicates Christ Church Hall.)",The Mitchell Tower is designed to look like what Oxford tower?,"{'text': [""Oxford's Magdalen Tower"", 'Magdalen Tower', 'Magdalen Tower', 'Magdalen Tower'], 'answer_start': [660, 669, 669, 669]}",Oxford's Magdalen Tower,Magdalen Tower
