sentence,label,idx
this kiddie-oriented stinker is so bad that i even caught the gum stuck under my seat trying to sneak out of the theater ,0,8012
excruciatingly unfunny and pitifully unromantic . ,0,505
personal tragedy ,0,62914
( a ) stale retread of the '53 original . ,0,30124
sparse ,0,58285
"figure the power-lunchers do n't care to understand , either ",0,31661
turn it off ,0,32073
stalls ,0,10357
whose restatement is validated by the changing composition of the nation ,1,57991
overstated ,0,66366
rich in shadowy metaphor and as sharp as a samurai sword ,1,47549
"construct based on theory , sleight-of-hand , and ill-wrought hypothesis ",0,25449
how first-time director kevin donovan managed to find something new to add to the canon of chan ,1,19598
"left me with the visceral sensation of longing , lasting traces of charlotte 's web of desire and desperation . ",1,49163
runs on the pure adrenalin ,1,22896
no affinity for most of the characters ,0,66375
"this misty-eyed southern nostalgia piece , ",1,45378
really unclear ,0,8075
should have gone straight to video . ,0,13081
been exhausted by documentarians ,0,44069
"a gorgeous film - vivid with color , music and life ",1,50491
on the awkward interplay and utter lack of chemistry between chan and hewitt ,0,22042
cutesy romantic tale ,1,5118
"the huskies are beautiful , the border collie is funny ",1,17234
cerebral and cinemantic flair ,1,51373
you 've got the wildly popular vin diesel in the equation ,1,26360
remain curious about each other against all odds ,1,63856
suffers from its timid parsing of the barn-side target of sons trying to breach gaps in their relationships with their fathers . ,0,64341
"a sly female empowerment movie , although not in a way anyone would expect . ",1,38822
thoughtful and ,1,6718
"'re wrapped up in the characters , how they make their choices , and why ",1,37669
"to create characters who are sweet and believable , and are defeated by a screenplay that forces them into bizarre , implausible behavior ",0,20679
interesting ,1,13698
the silly and crude storyline ,0,12146
"it were , well , more adventurous ",1,13022
"light , silly ",1,19219
new star wars movie ,1,64526
) best works understand why snobbery is a better satiric target than middle-america ,0,16951
cheerfully ,1,59612
inspiration and ,1,3021
"back-stabbing , inter-racial desire ",0,15551
"compassion , good-natured ",1,48966
pleasant enough -- ,1,26033
", this cartoon adventure is that wind-in-the-hair exhilarating . ",1,6280
"expands the horizons of boredom to the point of collapse , turning into a black hole of dullness , from which no interesting concept can escape . ",0,29806
finn ,1,61256
"you leave the same way you came -- a few tasty morsels under your belt , but no new friends . ",0,7825
"stinks from start to finish , like a wet burlap sack of gloom . ",0,37716
sneaks up on you ,1,31938
near virtuosity in its crapulence ,0,54475
"at its best , which occurs often , michael moore 's bowling for columbine rekindles the muckraking , soul-searching spirit of the ` are we a sick society ? ' ",1,49850
fuse at least three dull plots ,0,31819
gussied up ,1,42769
", pity anyone who sees this mishmash . ",0,24194
the production is suitably elegant ,1,63826
"sharp comedy , old-fashioned monster movie atmospherics ",1,58319
a properly spooky film about the power of spirits to influence us whether we believe in them or not ,1,33686
a movie this bad ,0,13298
if the film fails to fulfill its own ambitious goals ,0,19673
superb performers ,1,22273
"will assuredly rank as one of the cleverest , most deceptively amusing comedies of the year . ",1,9471
crippled by poor casting . ,0,35822
buries an interesting storyline about morality and the choices we make underneath such a mountain of clichés and borrowed images ,0,30070
wallowing in its characters ' frustrations ,0,3549
a child 's interest and ,1,15928
"wonders , enhancing the cultural and economic subtext , bringing richer meaning to the story 's morals ",1,36127
a zombie movie in every sense ,0,27496
"the slapstick is labored , and the bigger setpieces flat ",0,58738
"designed strictly for children 's home video , ",0,7344
"a first-class , thoroughly involving b movie that effectively combines two surefire , beloved genres -- the prison flick and the fight film . ",1,48377
"accessible to a chosen few , standoffish to everyone else , and smugly suggests a superior moral tone is more important than filmmaking skill ",0,43513
"is little question that this is a serious work by an important director who has something new to say about how , in the flip-flop of courtship , we often reel in when we should be playing out . ",1,9123
", the film is not only a love song to the movies but it also is more fully an example of the kind of lush , all-enveloping movie experience it rhapsodizes . ",1,36709
one of the rarest kinds of films ,1,18388
"whiny , pathetic , starving and untalented artistes ",0,56332
"melds derivative elements into something that is often quite rich and exciting , and always a beauty to behold . ",1,39337
savor the pleasure of his sounds and images ,1,35834
falling into the hollywood trap ,0,33764
shamelessly manipulative and contrived ,0,30315
the seemingly irreconcilable situation between conservative christian parents and their estranged gay and lesbian children ,0,4258
", though , there is a really cool bit -- the movie 's conception of a future-world holographic librarian ( orlando jones ) who knows everything and answers all questions , is visually smart , cleverly written , and nicely realized . ",1,63704
you ca n't wait to see end . ,0,63256
it can be safely recommended as a video/dvd babysitter . ,1,8668
contemplation ,1,4876
louiso lets the movie dawdle in classic disaffected-indie-film mode ,0,55376
"us see familiar issues , like racism and homophobia , in a fresh way ",1,45162
", this is likely to cause massive cardiac arrest if taken in large doses . ",0,39016
"as stiff , ponderous and charmless as a mechanical apparatus ",0,5232
a domestic melodrama with weak dialogue and biopic cliches . ,0,9240
the upper echelons of the directing world ,1,16054
a movie that takes such a speedy swan dive from `` promising '' ,0,21104
"fits into a genre that has been overexposed , redolent of a thousand cliches , and yet remains uniquely itself , vibrant with originality ",1,20076
is itself intacto 's luckiest stroke ,1,28928
"mr. polanski is in his element here : alone , abandoned , but still consoled by his art , which is more than he has ever revealed before about the source of his spiritual survival ",1,40358
groundbreaking endeavor ,1,57091
marked an emerging indian american cinema ,1,65942
have n't laughed that hard in years ,1,5589
deserves a place of honor next to nanook ,1,45094
moore wonderfully underplays the long-suffering heroine with an unflappable '50s dignity somewhere between jane wyman and june cleaver ,1,9020
"rhapsodize cynicism , with repetition and languorous slo-mo sequences , that glass 's dirgelike score becomes a fang-baring lullaby . ",0,51315
here 's a sadistic bike flick that would have made vittorio de sica proud . ,1,30445
"alone , should scare any sane person away . ",0,7081
if it pushes its agenda too forcefully ,0,15850
wilde 's play is a masterpiece of elegant wit and artifice . ,1,50499
big time ,1,36609
frequent flurries of creative belly laughs ,1,20083
a zany mix ,1,44254
the ideal outlet ,1,3571
"a stab at soccer hooliganism , ",1,9502
in the very top rank of french filmmakers ,1,29244
a fascinating case study of flower-power liberation ,1,10399
"a subtle , humorous , illuminating study of politics , power and social mobility . ",1,42299
"slow , predictable ",0,47563
"favored by pretentious , untalented artistes who enjoy moaning about their cruel fate ",0,49955
are not to be dismissed ,1,26586
it 's still damn funny stuff ,1,23431
elegant ,1,3907
hate ,0,48624
"washington overcomes the script 's flaws and envelops the audience in his character 's anguish , anger and frustration . ",1,31024
"sand 's masculine persona , with its love of life and beauty , takes form ",1,27750
does steven seagal come across these days ? ,0,2855
lovely and amazing ,1,4885
to the divine calling of education and a demonstration of the painstaking ,1,10596
that he refuses to evaluate his own work ,0,28264
's an ambitious film ,1,63881
rest contentedly with the knowledge that he 's made at least one damn fine horror movie ,1,62766
would n't have taken the protagonists a full hour to determine that in order to kill a zombie you must shoot it in the head ,0,981
that could make a person who has lived her life half-asleep suddenly wake up and take notice ,1,46166
fondness and respect ,1,51538
not-very-funny comedy ,0,53908
so low ,0,61470
the most poorly staged and lit action in memory ,0,45336
looks neat ,1,46304
"with nary a glimmer of self-knowledge , ( crane ) becomes more specimen than character -- and ",0,27947
he 'll go to weave a protective cocoon around his own ego ,0,48101
thoroughly awful . ,0,24319
that the rich promise of the script will be realized on the screen ,1,11283
"better characters , some genuine quirkiness and at least a measure of style ",1,50356
the scorpion king is more fun than conan the barbarian . ,1,56047
's the gift of the magi relocated to the scuzzy underbelly of nyc 's drug scene ,0,8977
well shot ,1,35953
"'s the perfect star vehicle for grant , ",1,58143
is an unpleasantly shallow and immature character with whom to spend 110 claustrophobic minutes . ,0,19888
highlighted by kwan 's unique directing style ,1,38035
he 's done ,0,58489
due to its rapid-fire delivery and enough inspired levity ,1,23904
on an elegant visual sense and a talent ,1,17831
big mistake . ,0,34602
"stevens has a flair for dialogue comedy , the film operates nicely off the element of surprise , and ",1,38173
"you 've already seen city by the sea under a variety of titles , but it 's worth yet another visit . ",1,24337
"is the last thing any of these three actresses , nor their characters , deserve ",0,46770
will wear thin on all ,0,55523
struggle ,0,46088
a great monster movie ,1,58375
engrossing ,1,42483
despite iwai 's vaunted empathy ,0,60026
here 's a fun one . ,1,66849
family responsibility and care ,1,7911
"though tom shadyac 's film kicks off spookily enough , around the halfway mark it takes an abrupt turn into glucose sentimentality and laughable contrivance . ",0,4405
"eileen walsh , an engaging , wide-eyed actress whose teeth are a little too big for her mouth , ",0,44076
"shame on writer/director vicente aranda for making a florid biopic about mad queens , obsessive relationships , and rampant adultery so dull ",0,61096
succeeds in making us believe ,1,52345
"both heartbreaking and heartwarming ... just a simple fable done in an artless sytle , but it 's tremendously moving . ",1,13369
"does n't think much of its characters , its protagonist , or of us ",0,61928
makes one of the great minds of our times interesting and accessible ,1,44533
its filmmakers run out of clever ideas and visual gags about halfway through ,0,60648
"of feminine energy , a tribute to the power of women to heal ",1,8091
it takes a sudden turn and devolves into a bizarre sort of romantic comedy ,0,67246
a sexy slip of an earth mother who mourns her tragedies in private and embraces life in public ,1,18530
are all direct-to-video stuff ,0,34471
good action ,1,62132
"a droll , ",0,65540
"things really get weird , though not particularly scary : ",0,2955
"a thriller whose style , structure and rhythms are so integrated with the story ",1,7142
"there may have been a good film in `` trouble every day , '' but it is not what is on the screen ",0,4704
"old-fashioned , occasionally charming and ",1,10601
joyous communal festival ,1,49262
fresh-faced ,1,1124
the only winner ,1,62465
a chilling movie ,1,9413
the transcendent performance ,1,15908
is impressive . ,1,61178
quiet power ,1,29622
bludgeoning the audience over the head ,0,29640
frank capra 's classic ,1,51416
deliciously ,1,57306
a reality-snubbing hodgepodge . ,0,11006
vastly entertaining ,1,28127
funniest idea ,1,26216
", it just sits there like a side dish no one ordered . ",0,28659
"after a while , the only way for a reasonably intelligent person to get through the country bears is to ponder how a whole segment of pop-music history has been allowed to get wet , fuzzy and sticky . ",0,59167
's a movie that accomplishes so much that one viewing ca n't possibly be enough . ,1,64890
aimlessly and unsuccessfully ,0,10951
a lumbering load ,0,48659
aimless hodgepodge ,0,40279
decent but dull . ,0,48331
del ,1,59987
"the special effects are ` german-expressionist , ' according to the press notes ",0,64995
on its way ,1,27003
you might wind up remembering with a degree of affection rather than revulsion ,1,17263
some clever scripting solutions ,1,20093
", non-exploitive approach ",1,20598
"some very good acting , dialogue ",1,52651
"comes together to create a very compelling , sensitive , intelligent and almost cohesive piece of film entertainment ",1,13216
"it succeeds in entertaining , despite playing out like a feature-length sitcom replete with stereotypical familial quandaries ",1,45998
"does n't offer audiences any way of gripping what its point is , or even its attitude toward its subject . ",0,63490
"seem to keep upping the ante on each other , just as their characters do in the film ",1,18466
its love of life and beauty ,1,67190
a slam-bang extravaganza ,1,5977
tian 's meticulous talent has not withered during his enforced hiatus ,1,48538
who has lived her life half-asleep suddenly wake up ,1,52068
undermining the movie 's reality and stifling its creator 's comic voice ,0,20059
the laziness and arrogance ,0,2897
like it 's wasted yours ,0,35397
impressive results ,1,58037
it 's a fairy tale that comes from a renowned indian film culture that allows americans to finally revel in its splendor . ,1,30604
the average white band 's `` pick up the pieces ,0,23058
dialogue and a heroine who comes across as both shallow and dim-witted ,0,52422
", one would be hard-pressed to find a movie with a bigger , fatter heart than barbershop . ",1,35355
ultra-violent gangster wannabe ,0,64232
familiar and insufficiently cathartic ,0,13694
"is like a year late for tapping into our reality tv obsession , and even tardier for exploiting the novelty of the `` webcast . '' ",0,60441
a cheap scam ,0,1701
you 'd want to watch if you only had a week to live ,1,25286
short of a travesty of a transvestite comedy ,0,5389
making me groggy ,0,21386
"however , having sucked dry the undead action flick formula , blade ii mutates into a gross-out monster movie with effects that are more silly than scary . ",0,44861
rotten ,0,26027
is strange and compelling ,1,25978
", yes , ` it 's like having an old friend for dinner ' . ",1,37960
"'s a fine , focused piece of work that reopens an interesting controversy and never succumbs to sensationalism . ",1,32903
seems manufactured to me and artificial ,0,64484
shenanigans and slapstick ,1,28244
's a pretty good execution of a story that 's a lot richer than the ones hollywood action screenwriters usually come up with on their own ,1,45335
that the film opens with maggots crawling on a dead dog is not an out of place metaphor . ,0,37555
some movies that hit you from the first scene ,1,8683
nowheresville ,0,12307
"a delicious , quirky movie with a terrific screenplay and fanciful direction by michael gondry ",1,4956
admittedly problematic in its narrative specifics ,0,44945
"the grey zone attempts to be grandiloquent , but ends up merely pretentious -- in a grisly sort of way . ",0,23518
", spiteful idiots ",0,34624
a sense of childhood imagination ,1,63769
a fascinating glimpse ,1,33407
hokum but ,0,32608
the folks who prepare ,1,28580
"quite simply , a joy to watch and -- especially -- to listen to . ",1,36223
's too harsh ,0,10665
"nurtures the multi-layers of its characters , ",1,42970
with pitifully few real laughs ,0,43585
a perfectly pleasant if slightly pokey comedy ,1,28286
painless ,1,42385
the murk of its own making ,0,10836
"'s a piece of handiwork that shows its indie tatters and self-conscious seams in places , but has some quietly moving moments and an intelligent subtlety . ",1,51080
and in the best way ,1,408
has made the near-fatal mistake of being what the english call ` too clever by half . ,0,50580
take an entirely stale concept and ,0,2301
"seen through the right eyes , with the right actors and with the kind of visual flair that shows what great cinema can really do ",1,9886
through clever makeup design ,1,45865
", one could rent the original and get the same love story and parable . ",0,56381
'' is an intelligent flick that examines many different ideas from happiness to guilt in an intriguing bit of storytelling . ,1,35023
the extreme generation ' ,1,41083
the pacing is often way off and ,0,13289
utterly incompetent ,0,64634
funny for grown-ups as for rugrats ,1,63032
real contenders ,1,18610
truly funny ,1,21076
good dialogue ,1,6722
"'' has been written so well , that even a simple `` goddammit ! '' ",1,20067
describing badness ,0,9608
", in praise of love lacks even the most fragmented charms i have found in almost all of his previous works . ",0,26383
what really sets the film apart is debrauwer 's refusal to push the easy emotional buttons ,1,4602
"come from philippe , who makes oliver far more interesting than the character 's lines would suggest , and sarandon , who could n't be better as a cruel but weirdly likable wasp matron . ",1,46856
"how resolutely unamusing , how thoroughly unrewarding all of this is , and ",0,50655
"brilliantly written and well-acted , yellow asphalt is an uncompromising film . ",1,13555
a bit of the dry humor that first made audiences on both sides of the atlantic love him ,1,20986
evelyn may be based on a true and historically significant story ,1,13673
of the potential for sanctimoniousness ,0,3646
with humorous observations about the general absurdity of modern life ,1,22737
"the saigon of 1952 is an uneasy mix of sensual delights and simmering violence , and the quiet american brings us right into the center of that world ",1,64507
that was old when ` angels with dirty faces ' appeared in 1938 ,0,25486
although ... visually striking and slickly staged ,1,54961
will be pleased to discover that tian 's meticulous talent has not withered during his enforced hiatus . ,1,11492
"diesel is that rare creature -- an action hero with table manners , and one who proves that elegance is more than tattoo deep . ",1,6377
otherwise good movie ,1,31140
been remarkable about clung-to traditions ,1,36128
an acceptable way to pass a little over an hour with moviegoers ages ,1,17824
its compelling mix ,1,60852
all the wiggling energy ,1,48838
"if there was any doubt that peter o'fallon did n't have an original bone in his body , a rumor of angels should dispel it . ",0,42637
will definitely win some hearts ,1,45530
"offers no new insight on the matter , nor do its characters exactly spring to life ",0,37535
to the always hilarious meara and levy ,1,15853
the film buzz and whir ; ,1,16659
"to the cracked lunacy of the adventures of buckaroo banzai , but thanks to an astonishingly witless script ",0,55307
"goes out into public , to avoid being recognized as the man who bilked unsuspecting moviegoers ",0,18789
is loaded with good intentions ,1,8996
more goodies ,1,19046
is way too indulgent ,0,6733
stylish film ,1,23918
beautiful paean ,1,1213
", this cross-cultural soap opera is painfully formulaic and stilted . ",0,27051
the frequent allusions ,1,25049
suffers because it does n't have enough vices to merit its 103-minute length . ,0,62191
gets full mileage out ,1,10994
unifying ,1,29152
"the phenomenal , water-born cinematography ",1,12654
inexcusable ,0,11277
"gives ample opportunity for large-scale action and suspense , ",1,41421
"done , so primitive in technique ",0,21704
"a slick , engrossing melodrama ",1,23640
like it was co-written by mattel executives and lobbyists for the tinsel industry ,0,50269
the success ,1,18371
a blip ,0,16036
for a critical and commercial disaster ,0,33392
"fun , and ",1,5673
"great to see this turd squashed under a truck , preferably a semi ",0,937
the riveting performances by the incredibly flexible cast make love a joy to behold . ,1,50362
is a wonderful thing ; that he has been able to share his story so compellingly with us is a minor miracle . ,1,21302
"deserves , at the very least , ",1,20380
the only thing avary seems to care about are mean giggles and pulchritude . ,0,61883
overweight and out of shape ,0,30900
is nothing redeeming about this movie ,0,17555
he probably would n't be too crazy with his great-grandson 's movie splitting up in pretty much the same way . ,0,61255
", we get an ugly , mean-spirited lashing out by an adult who 's apparently been forced by his kids to watch too many barney videos . ",0,6323
hard to resist his enthusiasm ,1,57894
dramatic substance ,1,61348
as unoriginal ,0,65850
engaging enough to keep you from shifting in your chair too often ,1,63910
is a rambling examination of american gun culture that uses his usual modus operandi of crucifixion through juxtaposition ,0,37933
"broad , mildly fleshed-out characters that seem to have been conjured up only 10 minutes prior to filming ",0,27462
are actually releasing it into theaters ,0,56942
masterly ,1,62229
"for all its brilliant touches , dragon loses its fire midway , nearly flickering out by its perfunctory conclusion . ",0,526
"is visually smart , ",1,20450
"with amazing finesse , the film shadows heidi 's trip back to vietnam and the city where her mother , mai thi kim , still lives . ",1,36439
cut through the layers of soap-opera emotion and you find a scathing portrayal of a powerful entity strangling the life out of the people who want to believe in it the most ,1,37270
biography channel ,1,5371
the picture in some evocative shades ,1,65102
uplifter ,1,37279
really solid woody allen film ,1,30063
lacks the visual flair and bouncing bravado that characterizes better hip-hop clips and is content to recycle images and characters that were already tired 10 years ago . ,0,59103
is masterful ,1,63587
"indeed , the first half of sorority boys is as appalling as any ` comedy ' to ever spill from a projector 's lens ",0,66822
"( gulpilil ) is a commanding screen presence , and his character 's abundant humanism makes him the film 's moral compass . ",1,16823
four-star ,1,43098
to pass this stinker off as a scary movie ,0,3325
"repetitively stretched out to feature length , awash in self-consciously flashy camera effects , droning house music and flat , flat dialogue ",0,48085
denzel ,1,22825
is a particularly vexing handicap ,0,12722
an intelligent romantic thriller ,1,51252
however entertainingly presented ,1,42764
necessary and timely ,1,7784
"such master screenwriting comes courtesy of john pogue , the yale grad who previously gave us `` the skulls '' and ",1,1401
much of the movie 's charm ,1,60006
as ugly as the shabby digital photography and ,0,30011
bland actors ,0,48100
choose the cliff-notes over reading a full-length classic ,0,65736
the astute direction ,1,26990
"is incompetent , incoherent or just plain crap ",0,30437
inject some real vitality and even art ,1,39086
"to be anything but frustrating , boring , and forgettable ",0,66537
"at every opportunity to do something clever , the film goes right over the edge and kills every sense of believability ... all you have left is a no-surprise series of explosions and violence while banderas looks like he 's not trying to laugh at how bad it ",0,65911
a great deal ,1,54082
of piffle ,0,67019
"a tragedy which is somehow guessable from the first few minutes , maybe because it echoes the by now intolerable morbidity of so many recent movies ",0,17725
enveloping sounds ,1,26684
redeems it ,1,38549
flounders under the weight of too many story lines ,0,34536
"is too picture postcard perfect , too neat and new pin-like , too obviously a recreation to resonate . ",0,63535
more interesting ,1,57670
an adventurous young talent ,1,1495
"comes not from any cinematic razzle-dazzle but from its recovery of an historical episode that , in the simple telling , proves simultaneously harrowing and uplifting ",1,34036
dying ,0,5530
whose engaging manner and flamboyant style ,1,31403
fabulously funny and over the top as a ` very sneaky ' butler who excels in the art of impossible disappearing/reappearing acts ,1,40215
fun of me ,1,9376
though jones and snipes are enthralling ,1,45617
its poignancy hooks us completely ,1,3538
raimi and his team could n't have done any better in bringing the story of spider-man to the big screen . ,1,24118
maintains a cool distance ,1,45338
the group 's playful spark of nonconformity ,1,10624
is why i have given it a one-star rating . ,0,28451
the guy-in-a-dress genre ,1,502
life and small delights ,1,11662
shake the feeling that it was intended to be a different kind of film ,0,26168
sucking you ,0,19402
lacks considerable brio for a film about one of cinema 's directorial giants ,0,32805
"comedy , caper thrills and quirky romance ",1,19883
indie of the year ,1,17547
excite ,1,66241
", almost mystical work ",1,58125
his genre and his character construct is a wonderous accomplishment of veracity and narrative grace ,1,41075
amazingly evocative film from three decades ago ,1,14140
insults ,0,34740
the recording sessions ,1,29993
virtually unwatchable ,0,945
"surprising highs , ",1,53814
"an interesting topic , some intriguing characters and a sad ending ",1,5113
bergman approaches swedish fatalism using gary larson 's far side humor ,1,3948
sharp writing ,1,7755
talented and notorious subject ,1,32567
for a few comic turns ,1,41900
be forgettable if it were n't such a clever adaptation of the bard 's tragic play ,1,57066
", never again is a welcome and heartwarming addition to the romantic comedy genre . ",1,37350
", stuart little 2 manages sweetness largely without stickiness . ",1,50734
zealand coming-of-age movie ,1,1156
"'s back-stabbing , inter-racial desire and , most importantly , singing and dancing . ",1,60928
fondness ,1,40984
truly ,1,34457
i could not stand them ,0,63644
remarkable ,1,49837
been more geeked when i heard that apollo 13 was going to be released in imax format ,1,40024
", the cartoons look almost shakespearean -- both in depth and breadth -- after watching this digital-effects-heavy , supposed family-friendly comedy . ",0,21665
a touching drama about old age and grief with a tour de ,1,44680
faced ,1,55268
"sweet , funny , charming , and completely delightful ",1,24832
a tiny sense of hope ,1,17004
a little scattered -- ditsy ,0,14601
certain to be distasteful to children and adults alike ,0,25727
"are simply named the husband , the wife and the kidnapper , emphasizing the disappointingly generic nature of the entire effort ",0,31497
"if you think it 's a riot to see rob schneider in a young woman 's clothes , then you 'll enjoy the hot chick . ",1,31824
and twisted characters ,1,5452
excellent performances from jacqueline bisset and martha plimpton ,1,44499
entertainment ,1,24901
exhibits the shallow sensationalism characteristic of soap opera ... ,0,19672
"arrive on the big screen with their super-powers , their super-simple animation and their super-dooper-adorability intact ",1,65574
"broomfield 's style of journalism is hardly journalism at all , ",0,62168
leave you wanting more ,1,24536
"a sly female empowerment movie , ",1,53348
with memorable zingers ,1,5213
with promise ,1,31386
"put away the guitar , ",1,26763
a talent ,1,36671
on too many tried-and-true shenanigans that hardly distinguish it from the next teen comedy ,0,24048
"this is a movie full of grace and , ",1,51872
practically every expectation either a longtime tolkien fan or a movie-going neophyte ,1,8754
to forget that they are actually movie folk ,1,43677
created a masterful work of art of their own ,1,3574
rarity ,1,8157
on a board ,1,51018
a breezy blend ,1,50997
"the half-lit , sometimes creepy intimacy ",0,57394
are worth the price of admission ... if `` gory mayhem '' is your idea of a good time ,1,246
at times it 's simply baffling ,0,40092
infectiously enthusiastic ,1,43287
"fat , dumb ",0,43829
"quitting , however , manages just to be depressing , as the lead actor phones in his autobiographical performance . ",0,2353
"is on full , irritating display ",0,6259
a distinctly minor effort ,0,44417
one of the rarest kinds of films : ,1,65497
realistically terrifying movie ,1,10883
a bodice-ripper for intellectuals . ,1,27384
got lost in the `` soon-to-be-forgettable '' section of the quirky rip-off prison romp pile ,0,7864
a cruelly funny twist on teen comedy packed with inventive cinematic tricks and an ironically killer soundtrack ,1,32750
"get an ugly , mean-spirited lashing ",0,59940
not everything ,0,416
"the film feels formulaic , its plot and pacing typical hollywood war-movie stuff , while the performances elicit more of a sense of deja vu than awe . ",0,16051
"turned out nearly 21/2 hours of unfocused , excruciatingly tedious cinema that , half an hour in , starts making water torture seem appealing ",0,50532
"so sloppy , so uneven ",0,5836
not for every taste ,0,13380
there 's a reason why halftime is only fifteen minutes long . ,0,56392
strong piece of work ,1,34703
"an unremittingly ugly movie to look at , listen to , and think about , it is quite possibly the sturdiest example yet of why the dv revolution has cheapened the artistry of making a film . ",0,58991
that 's as fresh-faced as its young-guns cast ,1,66215
"it is ok for a movie to be something of a sitcom apparatus , if the lines work , the humor has point and the actors are humanly engaged . ",1,60993
is delicately ,1,27156
"is as uncompromising as it is nonjudgmental , and makes clear that a prostitute can be as lonely and needy as any of the clients ",1,12260
finally seem so impersonal or even shallow ,0,6562
"of law enforcement , and a visceral , nasty journey ",0,16617
avid interest ,1,37146
war-weary marine ,0,3275
"would 've been nice if the screenwriters had trusted audiences to understand a complex story , and left off the film 's predictable denouement . ",0,40361
even fans of sandler 's comic taste may find it uninteresting ,0,51245
`` red dragon '' never cuts corners . ,1,17993
energizing ,1,58179
idol 's ,1,9556
unnoticed and underappreciated ,0,31534
a substantial arc of change that does n't produce any real transformation ,0,51128
maddening ,0,29628
mr. schnitzler proves himself a deft pace master and stylist . ,1,19966
goose things up ,1,27302
vaguely interesting ,1,19332
"this crude , this fast-paced and this insane ",0,60429
seem to be in a contest to see who can out-bad-act the other . ,0,32046
is filled with raw emotions conveying despair and love ,1,52667
", director roger kumble seems to have dumped a whole lot of plot in favor of ... outrageous gags . ",0,34228
is one of the rarest kinds of films : a family-oriented non-disney film that is actually funny without hitting below the belt . ,1,26532
"this odd , poetic road movie , ",1,66121
dynamic first act ,1,40099
this is a more fascinating look at the future than `` bladerunner '' and one of the most high-concept sci fi adventures attempted for the screen . ,1,23242
to the otherwise bleak tale ,0,32982
's pretentious in a way that verges on the amateurish . ,0,66941
does n't figure in the present hollywood program ,0,49957
's as raw and action-packed an experience as a ringside seat at a tough-man contest ,1,16479
's still unusually crafty and intelligent for hollywood horror ,1,61092
", ` blade ii ' just does n't cut it ",0,31929
meyjes ' provocative film ,1,55748
be about everything that 's plaguing the human spirit in a relentlessly globalizing world ,1,46888
tries-so-hard-to-be-cool ,0,44023
"brings a youthful , out-to-change-the-world aggressiveness to the project , as if she 's cut open a vein and bled the raw film stock ",1,46779
into a really funny movie ,1,41146
a good deal funnier ,1,39368
"whose jolly , fun-for-fun 's - sake communal spirit goes to the essence of broadway ",1,47522
"caffeinated , sloppy ",0,67085
to the serbs themselves but also to a network of american right-wing extremists ,0,8885
", ludicrous , provocative and vainglorious ",0,37809
a gloriously goofy way ,1,60224
must have been lost in the translation . ,0,3632
that surprises or delights ,1,3740
cliched to hardened indie-heads ,0,62388
every individual will see the movie through the prism of his or her own beliefs and prejudices ,1,18945
in laramie following the murder of matthew shepard ,0,63419
one of the worst films of the summer ,0,63585
incredibly ,1,42726
make j.k. rowling 's marvelous series into a deadly bore ,0,15450
one eventually resents having to inhale this gutter romancer 's secondhand material ,0,55255
genuine rather than pandering ,1,2290
inherently caustic and ,0,7156
remains prominent ,1,9628
"lovely , sad dance ",1,6697
unbearable when it is n't merely offensive . ,0,44595
the mushy finale ,0,50611
on this frozen tundra soap opera that breathes extraordinary life into the private existence of the inuit people ,1,51435
it evaporates like so much crypt mist in the brain ,0,65060
"is that , by the end , no one in the audience or the film seems to really care ",0,17362
"us love it , too . ",1,29364
more abhorrent ,0,44171
reveals that efforts toward closure only open new wounds ,1,41343
"is druggy and self-indulgent , like a spring-break orgy for pretentious arts majors ",0,9468
so downbeat ,0,29376
well-defined ,1,20525
most breezy movie ,1,32770
spins the multiple stories in a vibrant and intoxicating fashion ,1,34142
should pay reparations to viewers ,0,7987
's the sweet cinderella story that `` pretty woman '' wanted to be . ,1,57806
an edgy thriller that delivers a surprising punch . ,1,33613
", this is the ultimate movie experience ",1,3966
fans of the modern day hong kong action film finally have the worthy successor to a better tomorrow and the killer which they have been patiently waiting for . ,1,23651
riveting performances ,1,6968
"you 'll forget about it by monday , though , ",0,19559
's not a fresh idea at the core of this tale ,0,60116
"c.h.o. cho proves she has the stuff to stand tall with pryor , carlin and murphy . ",1,26650
wafer-thin movie ,0,57188
", resistance and artistic transcendence ",1,13177
"the movie is amateurish , but ",0,51430
how well the schmaltz is manufactured -- to assess the quality of the manipulative engineering ,0,33074
to die for ,1,42504
rough edges ,0,42076
"of quiet , confident craftsmanship that tells a sweet , charming tale of intergalactic friendship ",1,37385
"made by a proper , middle-aged woman . ",1,66742
well-crafted family film ,1,22434
is just the ticket you need . ,1,24197
"invigorating , surreal , and resonant with a rainbow ",1,67010
", dong stakes out the emotional heart of happy . ",1,52104
superficial and ,0,19628
"there is almost nothing in this flat effort that will amuse or entertain them , either . ",0,46838
"has all the trappings of an energetic , extreme-sports adventure , ",1,25194
welcome relief ,1,23484
takes a hat-in-hand approach ,1,57221
mr. polanski creates images even more haunting than those in mr. spielberg 's 1993 classic . ,1,30326
a creaky `` pretty woman '' ,0,7774
"conventional -- lots of boring talking heads , etc. -- ",0,32208
"keeps us riveted with every painful nuance , unexpected flashes of dark comedy and the character 's gripping humanity . ",1,65651
directed with verve ,1,14712
"as well-written as sexy beast , not as gloriously flippant as lock , stock and two smoking barrels , but stylish and moody ",1,3842
"a sweetness , clarity and emotional openness ",1,45529
an impressive and highly entertaining celebration of its sounds ,1,56506
